Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Performance and Resilience to Failures of an Cloud-Based Application: Monolithic and Microservices-Based Architectures Compared","Computer Information Systems and Industrial Management","","","","10.1007/978-3-030-28957-7_37","Michał JagiełłoMarian RusekWaldemar Karwowski","2019","http://link.springer.com/chapter/10.1007/978-3-030-28957-7_37","Chapter"
"A Context-Aware Service for Authorizing Multi-cloud Deployments","Web, Artificial Intelligence and Network Applications","","","","10.1007/978-3-030-15035-8_98","Yiannis VerginadisIoannis PatiniotakisGregoris Mentzas","2019","http://link.springer.com/chapter/10.1007/978-3-030-15035-8_98","Chapter"
"Simulation Model Selection Method Based on Semantic Search in Cloud Environment","Methods and Applications for Modeling and Simulation of Complex Systems","","","","10.1007/978-981-15-1078-6_19","Siqi XiongFeng ZhuYiping YaoWenjie Tang","2019","http://link.springer.com/chapter/10.1007/978-981-15-1078-6_19","Chapter"
"Support Cloud SLA Establishment Using MDE","Cloud Computing and Big Data: Technologies, Applications and Security","","","","10.1007/978-3-319-97719-5_12","Mahmoud El HamlaouiTarik FissaaYouness LaghouaoutaMahmoud Nassar","2019","http://link.springer.com/chapter/10.1007/978-3-319-97719-5_12","Chapter"
"Security Risk Assessment of Multi-cloud System Adoption: Review and Open Research Issues","Big Data and Smart Digital Environment","","","","10.1007/978-3-030-12048-1_37","Saadia DrissiSoukaina ElhasnaouiHajar IguerSiham BenhadouHicham Medromi","2019","http://link.springer.com/chapter/10.1007/978-3-030-12048-1_37","Chapter"
"Container-Based Multi-purpose IoT Architecture for User-Friendly Applications with Cloud Chatbot Agent","Computational Science and Its Applications – ICCSA 2019","","","","10.1007/978-3-030-24311-1_9","Jaehyeong LeeChangyong UmSoonsung HwangJongpil Jeong","2019","http://link.springer.com/chapter/10.1007/978-3-030-24311-1_9","Chapter"
"Model-Based Generation of Self-adaptive Cloud Services","Cloud Computing and Services Science","","","","10.1007/978-3-030-29193-8_3","Stefan KehrerWolfgang Blochinger","2019","http://link.springer.com/chapter/10.1007/978-3-030-29193-8_3","Chapter"
"Implementations of Intrusion Detection Architectures in Cloud Computing","Cloud Computing and Big Data: Technologies, Applications and Security","","","","10.1007/978-3-319-97719-5_8","Mostapha DerfoufMohsine Eleuldj","2019","http://link.springer.com/chapter/10.1007/978-3-319-97719-5_8","Chapter"
"Towards a Maturity Model for Cloud Service Customizing","Applied Informatics","","","","10.1007/978-3-030-32475-9_21","Oscar AvilaCristian PaezDario Correal","2019","http://link.springer.com/chapter/10.1007/978-3-030-32475-9_21","Chapter"
"Multimedia Data Archive Application in Cloud Environment","Proceedings of the Third International Conference on Computing, Mathematics and Statistics (iCMS2017)","","","","10.1007/978-981-13-7279-7_8","Syarilla Iryani A. SaanyM. Nordin A. RahmanA. Rasid MamatAhmad Fakhri Ab Nasir","2019","http://link.springer.com/chapter/10.1007/978-981-13-7279-7_8","Chapter"
"A Comparison of Request Distribution Strategies Used in One and Two Layer Architectures of Web Cloud Systems","Computer Networks","","","","10.1007/978-3-030-21952-9_14","Krzysztof ZatwarnickiAnna Zatwarnicka","2019","http://link.springer.com/chapter/10.1007/978-3-030-21952-9_14","Chapter"
"Formal Security Analysis of Cloud-Connected Industrial Control Systems","Innovative Security Solutions for Information Technology and Communications","","","","10.1007/978-3-030-12942-2_7","Tomas KulikPeter W. V. Tran-JørgensenJalil Boudjadar","2019","http://link.springer.com/chapter/10.1007/978-3-030-12942-2_7","Chapter"
"OpenPaaS::NG: A Cloud-Based Interoperable Enterprise Platform to Support Inter-organizational Collaborations","Enterprise Interoperability VIII","","","","10.1007/978-3-030-13693-2_9","Sarah ZribiJean-Pierre Lorré","2019","http://link.springer.com/chapter/10.1007/978-3-030-13693-2_9","Chapter"
"Dynamic Resource Allocation in Hybrid Mobile Cloud Computing for Data-Intensive Applications","Green, Pervasive, and Cloud Computing","","","","10.1007/978-3-030-19223-5_13","Mohammad AlkhalailehRodrigo N. CalheirosQuang Vinh NguyenBahman Javadi","2019","http://link.springer.com/chapter/10.1007/978-3-030-19223-5_13","Chapter"
"Kuksa: A Cloud-Native Architecture for Enabling Continuous Delivery in the Automotive Domain","Product-Focused Software Process Improvement","","","","10.1007/978-3-030-35333-9_32","Ahmad BanijamaliPooyan JamshidiPasi KuvajaMarkku Oivo","2019","http://link.springer.com/chapter/10.1007/978-3-030-35333-9_32","Chapter"
"Cloud-Based Digital Twin for Industrial Robotics","Industrial Applications of Holonic and Multi-Agent Systems","","","","10.1007/978-3-030-27878-6_9","Timon HoebertWilfried LepuschitzErhard ListMunir Merdan","2019","http://link.springer.com/chapter/10.1007/978-3-030-27878-6_9","Chapter"
"Interoperable Algorithms for Its Implementation in a Cloud Collaborative Manufacturing Platform","Enterprise Interoperability VIII","","","","10.1007/978-3-030-13693-2_8","Beatriz AndresRaúl PolerRaquel SanchisJosefa MulaManuel Díaz-Madroñero","2019","http://link.springer.com/chapter/10.1007/978-3-030-13693-2_8","Chapter"
"CoCoOn: Cloud Computing Ontology for IaaS Price and Performance Comparison","The Semantic Web – ISWC 2019","","","","10.1007/978-3-030-30796-7_21","Qian ZhangArmin HallerQing Wang","2019","http://link.springer.com/chapter/10.1007/978-3-030-30796-7_21","Chapter"
"A Federation of Cognitive Cloud Services for Trusting Data Sources","Complex, Intelligent, and Software Intensive Systems","","","","10.1007/978-3-319-93659-8_95","Flora AmatoBeniamino Di MartinoFiammetta MarulliFrancesco Moscato","2019","http://link.springer.com/chapter/10.1007/978-3-319-93659-8_95","Chapter"
"Hybrid Cloud Computing Architecture Based on Open Source Technology","Dependability in Sensor, Cloud, and Big Data Systems and Applications","","","","10.1007/978-981-15-1304-6_16","Amelec ViloriaHugo Hernández PalmaWilmer Cadavid BastoAlexandra Perdomo VillalobosCarlos Andrés Uribe de la CruzJuan de la Hoz HernándezOmar Bonerge Pineda Lezama","2019","http://link.springer.com/chapter/10.1007/978-981-15-1304-6_16","Chapter"
"Online Detection of Operator Errors in Cloud Computing Using Anti-patterns","Data-Driven Process Discovery and Analysis","","","","10.1007/978-3-030-11638-5_1","Arthur Vetter","2019","http://link.springer.com/chapter/10.1007/978-3-030-11638-5_1","Chapter"
"Cloud-Based Services for Cooperative Robot Learning of 3D Object Detection and Recognition","Advances in Intelligent Informatics, Smart Technology and Natural Language Processing","","","","10.1007/978-3-319-94703-7_2","Parkpoom ChaisiriprasertKarn YongsiriwitApiporn SimapornchaiMatthew Dailey","2019","http://link.springer.com/chapter/10.1007/978-3-319-94703-7_2","Chapter"
"Energy Consumption of IT System in Cloud Data Center: Architecture, Factors and Prediction","Network and Parallel Computing","","","","10.1007/978-3-030-30709-7_25","Haowei LinXiaolong XuXinheng Wang","2019","http://link.springer.com/chapter/10.1007/978-3-030-30709-7_25","Chapter"
"Probabilistic Point Cloud Reconstructions for Vertebral Shape Analysis","Medical Image Computing and Computer Assisted Intervention – MICCAI 2019","","","","10.1007/978-3-030-32226-7_42","Anjany SekuboyinaMarkus RempflerAlexander ValentinitschMaximilian LoefflerJan S. KirschkeBjoern H. Menze","2019","http://link.springer.com/chapter/10.1007/978-3-030-32226-7_42","Chapter"
"Availability of Applications in Container-Based Cloud PaaS Architecture","Reliability and Statistics in Transportation and Communication","","","","10.1007/978-3-030-12450-2_22","Igor Kabashkin","2019","http://link.springer.com/chapter/10.1007/978-3-030-12450-2_22","Chapter"
"A Dynamic Hierarchical Load Balancing Service Architecture for Cloud Data Centre Virtual Machine Migration","Smart Intelligent Computing and Applications","","","","10.1007/978-981-13-1921-1_2","Kothapuli Venkata Subba ReddyJagirdar SrinivasAhmed Abdul Moiz Qyser","2019","http://link.springer.com/chapter/10.1007/978-981-13-1921-1_2","Chapter"
"A Novel Solution for Cloud Enabled E-Governance Using Openstack: Opportunities and Challenges","Communication, Networks and Computing","","","","10.1007/978-981-13-2372-0_3","Bhushan JadhavArchana B. Patankar","2019","http://link.springer.com/chapter/10.1007/978-981-13-2372-0_3","Chapter"
"3D Object Recognition with Ensemble Learning—A Study of Point Cloud-Based Deep Learning Models","Advances in Visual Computing","","","","10.1007/978-3-030-33723-0_9","Daniel KoguciukŁukasz ChechlińskiTarek El-Gaaly","2019","http://link.springer.com/chapter/10.1007/978-3-030-33723-0_9","Chapter"
"An Architecture for Resource Management in a Fog-to-Cloud Framework","Euro-Par 2018: Parallel Processing Workshops","","","","10.1007/978-3-030-10549-5_22","Souvik SenguptaJordi GarciaXavi Masip-Bruin","2019","http://link.springer.com/chapter/10.1007/978-3-030-10549-5_22","Chapter"
"Computational Offloading Paradigms in Mobile Cloud Computing Issues and Challenges","Advances in Big Data and Cloud Computing","","","","10.1007/978-981-13-1882-5_8","Pravneet KaurGagandeep","2019","http://link.springer.com/chapter/10.1007/978-981-13-1882-5_8","Chapter"
"Evaluating Performance of Web Applications in (Cloud) Virtualized Environments","Cloud Computing and Big Data","","","","10.1007/978-3-030-27713-0_4","Fernando G. TinettiChristian Rodríguez","2019","http://link.springer.com/chapter/10.1007/978-3-030-27713-0_4","Chapter"
"Application of Cloud Computing in E-learning: A Basic Architecture of Cloud-Based E-learning Systems for Higher Education","Innovations in Smart Cities Applications Edition 2","","","","10.1007/978-3-030-11196-0_29","Abderrahim El MhoutiMohamed ErradiAzeddine Nasseh","2019","http://link.springer.com/chapter/10.1007/978-3-030-11196-0_29","Chapter"
"A Control System Framework Model for Cloud Robots Based on Service-Oriented Architecture","Intelligent Robotics and Applications","","","","10.1007/978-3-030-27532-7_51","Kui QianYiting LiuAiguo SongJialu Li","2019","http://link.springer.com/chapter/10.1007/978-3-030-27532-7_51","Chapter"
"cloud.iO: A Decentralised IoT Architecture to Control Electrical Appliances in Households","Smart Cities, Green Technologies and Intelligent Transport Systems","","","","10.1007/978-3-030-26633-2_4","Pierre RoduitDominique GabioudGillian BassoGilbert MaitrePierre Ferrez","2019","http://link.springer.com/chapter/10.1007/978-3-030-26633-2_4","Chapter"
"Architecture for Cloud-Based Industrial Automation","Third International Congress on Information and Communication Technology","","","","10.1007/978-981-13-1165-9_6","Magdi S. Mahmoud","2019","http://link.springer.com/chapter/10.1007/978-981-13-1165-9_6","Chapter"
"Right Scaling for Right Pricing: A Case Study on Total Cost of Ownership Measurement for Cloud Migration","Cloud Computing and Services Science","","","","10.1007/978-3-030-29193-8_10","Pierangelo RosatiFrank FowleyClaus PahlDavide TaibiTheo Lynn","2019","http://link.springer.com/chapter/10.1007/978-3-030-29193-8_10","Chapter"
"Research on Cross-Media Retrieval of Collaborative Plotted Multimedia Data Based on Container-Based Cloud Platform and Deep Learning","Computer Supported Cooperative Work and Social Computing","","","","10.1007/978-981-13-3044-5_30","Xiaolan XieQiangqing ZhengXinrong LiXiaochun ChengZhihong Guo","2019","http://link.springer.com/chapter/10.1007/978-981-13-3044-5_30","Chapter"
"Cloud-Based Multilayer Telemedicine Architecture: A Case Study","Advances in Communication, Devices and Networking","","","","10.1007/978-981-13-3450-4_60","Snigdha MishraSamten D. BhutiaNadeem AkhtarSourav Dhar","2019","http://link.springer.com/chapter/10.1007/978-981-13-3450-4_60","Chapter"
"ThunderML: A Toolkit for Enabling AI/ML Models on Cloud for Industry 4.0","Web Services – ICWS 2019","","","","10.1007/978-3-030-23499-7_11","Shrey ShrivastavaDhaval PatelWesley M. GiffordStuart SiegelJayant Kalagnanam","2019","http://link.springer.com/chapter/10.1007/978-3-030-23499-7_11","Chapter"
"Data Model for Cloud Computing Environment","e-Infrastructure and e-Services for Developing Countries","","","","10.1007/978-3-030-16042-5_19","Samson B. AkintoyeAntoine B. BagulaOmowumi E. IsafiadeYacine DjemaielNoureddine Boudriga","2019","http://link.springer.com/chapter/10.1007/978-3-030-16042-5_19","Chapter"
"Data Reliability-Aware and Cloud-Assisted Software Infrastructure for Body Area Networks","Advances in Body Area Networks I","","","","10.1007/978-3-030-02819-0_23","Joseph ReevesCarlos MorenoMing LiChengyu HuB. Prabhakaran","2019","http://link.springer.com/chapter/10.1007/978-3-030-02819-0_23","Chapter"
"Formal Modeling and Verification of Cloud Elasticity with Maude and LTL","New Trends in Model and Data Engineering","","","","10.1007/978-3-030-32213-7_5","Khaled KhebbebNabil HameurlainFaiza Belala","2019","http://link.springer.com/chapter/10.1007/978-3-030-32213-7_5","Chapter"
"Exploration of Data from Smart Bands in the Cloud and on the Edge – The Impact on the Data Storage Space","Computational Science – ICCS 2019","","","","10.1007/978-3-030-22744-9_47","Mateusz GołoszDariusz Mrozek","2019","http://link.springer.com/chapter/10.1007/978-3-030-22744-9_47","Chapter"
"Cloud-Based Skin Lesion Diagnosis System Using Convolutional Neural Networks","Intelligent Computing","","","","10.1007/978-3-030-22871-2_70","E. AkarO. MarquesW. A. AndrewsB. Furht","2019","http://link.springer.com/chapter/10.1007/978-3-030-22871-2_70","Chapter"
"Architecture and Business Logic Specification for Dynamic Cloud Federations","Economics of Grids, Clouds, Systems, and Services","","","","10.1007/978-3-030-36027-6_8","Ram Govinda AryalJamie MarshallJörn Altmann","2019","http://link.springer.com/chapter/10.1007/978-3-030-36027-6_8","Chapter"
"Cost Optimization Technique and Resource Utilization of Web and Cloud Services","Smart Intelligent Computing and Applications","","","","10.1007/978-981-13-1921-1_3","M. Swami DasA. GovardhanD. Vijaya LakshmiP. S. V. Sucheta","2019","http://link.springer.com/chapter/10.1007/978-981-13-1921-1_3","Chapter"
"Exploring the Acceleration of the Met Office NERC Cloud Model Using FPGAs","High Performance Computing","","","","10.1007/978-3-030-34356-9_43","Nick Brown","2019","http://link.springer.com/chapter/10.1007/978-3-030-34356-9_43","Chapter"
"Detection of Dangers in Human Health with IoT Devices in the Cloud and on the Edge","Beyond Databases, Architectures and Structures. Paving the Road to Smart Data Processing and Analysis","","","","10.1007/978-3-030-19093-4_4","Mateusz GołoszDariusz Mrozek","2019","http://link.springer.com/chapter/10.1007/978-3-030-19093-4_4","Chapter"
"A Cloud Fuzzy Logic Framework for Oral Disease Risk Assessment","Fuzzy Logic and Applications","","","","10.1007/978-3-030-12544-8_7","Gloria GonellaElisabetta BinaghiAlberto VerganiIrene BiottiLuca Levrini","2019","http://link.springer.com/chapter/10.1007/978-3-030-12544-8_7","Chapter"
"Database NewSQL Performance Evaluation for Big Data in the Public Cloud","Cloud Computing and Big Data","","","","10.1007/978-3-030-27713-0_10","María MurazzoPablo GómezNelson RodríguezDiego Medel","2019","http://link.springer.com/chapter/10.1007/978-3-030-27713-0_10","Chapter"
"Shifting Paradigms in Innovation Management – Organic Growth Strategies in the Cloud","Systems, Software and Services Process Improvement","","","","10.1007/978-3-030-28005-5_3","Richard MessnarzGabriele SaubererMicheal Mac an AirchinnighMiklos BiroDamjan EkertMichael Reiner","2019","http://link.springer.com/chapter/10.1007/978-3-030-28005-5_3","Chapter"
"An Architecture for Flow-Based Traffic Analysis in a Cloud Environment","Proceedings of the 3rd Brazilian Technology Symposium","","","","10.1007/978-3-319-93112-8_6","Tiago PriminiEric BaumLeonardo MarioteMatheus RibeiroGiovanni Curiel","2019","http://link.springer.com/chapter/10.1007/978-3-319-93112-8_6","Chapter"
"Taxonomy of Security Attacks and Risk Assessment of Cloud Computing","Advances in Big Data and Cloud Computing","","","","10.1007/978-981-13-1882-5_4","M. Swathy AkshayaG. Padmavathi","2019","http://link.springer.com/chapter/10.1007/978-981-13-1882-5_4","Chapter"
"Implication of Artificial Intelligence to Enhance the Security Aspects of Cloud Enabled Internet of Things (IoT)","Software Engineering Methods in Intelligent Algorithms","","","","10.1007/978-3-030-19807-7_2","Ramesh ShahabadkarKrutika Ramesh Shahabadkar","2019","http://link.springer.com/chapter/10.1007/978-3-030-19807-7_2","Chapter"
"An IOT Edge-Fog-Cloud Architecture for Vision Based Pallet Integrity","New Trends in Image Analysis and Processing – ICIAP 2019","","","","10.1007/978-3-030-30754-7_30","Raffaele VairaRocco PietriniRoberto PierdiccaPrimo ZingarettiAdriano ManciniEmanuele Frontoni","2019","http://link.springer.com/chapter/10.1007/978-3-030-30754-7_30","Chapter"
"Virtualization, Containerization, Composition, and Orchestration of Cloud Computing Services","Computational Science and Its Applications – ICCSA 2019","","","","10.1007/978-3-030-24305-0_30","Isaac Odun-AyoVictor GetelomaIbukun EweoyaRavin Ahuja","2019","http://link.springer.com/chapter/10.1007/978-3-030-24305-0_30","Chapter"
"Social Media Cloud Contact Center Using Chatbots","Future Access Enablers for Ubiquitous and Intelligent Infrastructures","","","","10.1007/978-3-030-23976-3_39","George SuciuAdrian PasatTeodora UșureluEduard-Cristian Popovici","2019","http://link.springer.com/chapter/10.1007/978-3-030-23976-3_39","Chapter"
"A Cloud-Based Architecture for Video Services in Crowd Events","Artificial Intelligence Applications and Innovations","","","","10.1007/978-3-030-19909-8_1","Alexandros KostopoulosIoannis ChochliourosEvangelos SfakianakisDaniele MunarettoClaus Keuker","2019","http://link.springer.com/chapter/10.1007/978-3-030-19909-8_1","Chapter"
"Information Support of Scientific Researches of Virtual Communities on the Platform of Cloud Services","Advances in Intelligent Systems and Computing III","","","","10.1007/978-3-030-01069-0_22","Kazarian ArtemRoman HoloshchukNataliia KunanetsTetiana ShestakevyshAntonii Rzheuskyi","2019","http://link.springer.com/chapter/10.1007/978-3-030-01069-0_22","Chapter"
"Points2Pix: 3D Point-Cloud to Image Translation Using Conditional GANs","Pattern Recognition","","","","10.1007/978-3-030-33676-9_27","Stefan MilzMartin SimonKai FischerMaximillian PöpperlHorst-Michael Gross","2019","http://link.springer.com/chapter/10.1007/978-3-030-33676-9_27","Chapter"
"Graphene: A Secure Cloud Communication Architecture","Applied Cryptography and Network Security Workshops","","","","10.1007/978-3-030-29729-9_3","Abu FaisalMohammad Zulkernine","2019","http://link.springer.com/chapter/10.1007/978-3-030-29729-9_3","Chapter"
"Cost Benefits of Multi-cloud Deployment of Dynamic Computational Intelligence Applications","Web, Artificial Intelligence and Network Applications","","","","10.1007/978-3-030-15035-8_102","Geir HornPaweł SkrzypekKatarzyna MaterkaTomasz Przeździȩk","2019","http://link.springer.com/chapter/10.1007/978-3-030-15035-8_102","Chapter"
"A Testbed for Service Testing: A Cloud Computing Based Approach","Cyberspace Data and Intelligence, and Cyber-Living, Syndrome, and Health","","","","10.1007/978-981-15-1925-3_8","Qinglong DaiJin QianJianwu LiJun ZhaoWeiping WangXiaoxiao Liu","2019","http://link.springer.com/chapter/10.1007/978-981-15-1925-3_8","Chapter"
"The Realization Path of Network Security Technology Under Big Data and Cloud Computing","Signal and Information Processing, Networking and Computers","","","","10.1007/978-981-13-7123-3_66","Nan KangXuesong ZhangXinzhou ChengBingyi FangHong Jiang","2019","http://link.springer.com/chapter/10.1007/978-981-13-7123-3_66","Chapter"
"Power Efficiency Containers Scheduling Approach Based on Machine Learning Technique for Cloud Computing Environment","Pervasive Systems, Algorithms and Networks","","","","10.1007/978-3-030-30143-9_16","Tarek MenouerOtman ManadChristophe CérinPatrice Darmon","2019","http://link.springer.com/chapter/10.1007/978-3-030-30143-9_16","Chapter"
"Hybrid Elastic ARM&Cloud HPC Collaborative Platform for Generic Tasks","Cloud Computing and Big Data","","","","10.1007/978-3-030-27713-0_2","David PetrocelliArmando De GiustiMarcelo Naiouf","2019","http://link.springer.com/chapter/10.1007/978-3-030-27713-0_2","Chapter"
"Cloud Computing for IoT Applications in Climate-Smart Agriculture: A Review on the Trends and Challenges Toward Sustainability","Innovative Approaches and Applications for Sustainable Rural Development","","","","10.1007/978-3-030-02312-6_9","Eleni G. SymeonakiKonstantinos G. ArvanitisDimitrios D. Piromalis","2019","http://link.springer.com/chapter/10.1007/978-3-030-02312-6_9","Chapter"
"Toward Adapting Metamodeling Approach for Legacy to Cloud Migration","Ambient Communications and Computer Systems","","","","10.1007/978-981-13-5934-7_25","Pooja ParnamiAman JainNavneet Sharma","2019","http://link.springer.com/chapter/10.1007/978-981-13-5934-7_25","Chapter"
"A Cloud Architecture for the Execution of Medical Imaging Biomarkers","Computational Science – ICCS 2019","","","","10.1007/978-3-030-22744-9_10","Sergio López-HuguetFabio García-CastroAngel Alberich-BayarriIgnacio Blanquer","2019","http://link.springer.com/chapter/10.1007/978-3-030-22744-9_10","Chapter"
"Issues and Threats of Cloud Data Storage","Cloud Computing and Big Data: Technologies, Applications and Security","","","","10.1007/978-3-319-97719-5_5","Maryem BerrezzouqAbdellatif El GhaziZineelabidine Abdelali","2019","http://link.springer.com/chapter/10.1007/978-3-319-97719-5_5","Chapter"
"Reactive Middleware for Effective Requirement Change Management of Cloud-Based Global Software Development","Software Engineering for Resilient Systems","","","","10.1007/978-3-030-30856-8_4","David Ebo Adjepon-Yamoah","2019","http://link.springer.com/chapter/10.1007/978-3-030-30856-8_4","Chapter"
"Automatic Generation of Point Cloud Synthetic Dataset for Historical Building Representation","Augmented Reality, Virtual Reality, and Computer Graphics","","","","10.1007/978-3-030-25965-5_16","Roberto PierdiccaMarco MameliEva Savina MalinverniMarina PaolantiEmanuele Frontoni","2019","http://link.springer.com/chapter/10.1007/978-3-030-25965-5_16","Chapter"
"A BPMN Extension for Business Process Outsourcing to the Cloud","New Knowledge in Information Systems and Technologies","","","","10.1007/978-3-030-16181-1_78","Karim ZarourDjamel BenmerzougNawal GuermoucheKhalil Drira","2019","http://link.springer.com/chapter/10.1007/978-3-030-16181-1_78","Chapter"
"A Multimodal Dialogue Framework for Cloud-Based Companion Systems","9th International Workshop on Spoken Dialogue System Technology","","","","10.1007/978-981-13-9443-0_36","Matthias KrausMarvin SchillerGregor BehnkePascal BercherSusanne BiundoBirte GlimmWolfgang Minker","2019","http://link.springer.com/chapter/10.1007/978-981-13-9443-0_36","Chapter"
"Building an Open-Source Cross-Cloud DevOps Stack for a CRM Enterprise Application: A Case Study","Open Source Systems","","","","10.1007/978-3-030-20883-7_1","Sebastian SchorkFeroz ZahidDipesh PradhanSébastien KicinAntonia Schwichtenberg","2019","http://link.springer.com/chapter/10.1007/978-3-030-20883-7_1","Chapter"
"A Research Review on Energy Consumption of Different Frameworks in Mobile Cloud Computing","Innovations in Computer Science and Engineering","","","","10.1007/978-981-10-8201-6_15","Ramasubbareddy SomulaR. Sasikala","2019","http://link.springer.com/chapter/10.1007/978-981-10-8201-6_15","Chapter"
"Approximate Similarity Search with FAISS Framework Using FPGAs on the Cloud","Embedded Computer Systems: Architectures, Modeling, and Simulation","","","","10.1007/978-3-030-27562-4_27","Dimitrios DanopoulosChristoforos KachrisDimitrios Soudris","2019","http://link.springer.com/chapter/10.1007/978-3-030-27562-4_27","Chapter"
"Cloud Service Discovery and Extraction: A Critical Review and Direction for Future Research","Recent Trends in Data Science and Soft Computing","","","","10.1007/978-3-319-99007-1_28","Abdullah AliSiti Mariyam ShamsuddinFathy E. EassaFathey Mohammed","2019","http://link.springer.com/chapter/10.1007/978-3-319-99007-1_28","Chapter"
"Data Collection Scheme for Underwater Sensor Cloud System Based on Fog Computing","Security, Privacy, and Anonymity in Computation, Communication, and Storage","","","","10.1007/978-3-030-24900-7_12","Haitao YuJiansheng YaoXianhao ShenYanling HuangMeijuan Jia","2019","http://link.springer.com/chapter/10.1007/978-3-030-24900-7_12","Chapter"
"Human-Computer Cloud for Decision Support: Main Ontological Models and Dynamic Resource Network Configuration","Proceedings of the Third International Scientific Conference “Intelligent Information Technologies for Industry” (IITI’18)","","","","10.1007/978-3-030-01818-4_2","Alexander SmirnovTatiana LevashovaNikolay ShilovAndrew Ponomarev","2019","http://link.springer.com/chapter/10.1007/978-3-030-01818-4_2","Chapter"
"SOAP-Based Web Service for Localization of Multi-robot System in Cloud","Intelligent Computing","","","","10.1007/978-3-030-01177-2_29","Tlijani HayetJilani Knani","2019","http://link.springer.com/chapter/10.1007/978-3-030-01177-2_29","Chapter"
"Cybersecurity Management Framework for a Cloud-Based BIM Model","Advances in Informatics and Computing in Civil and Construction Engineering","","","","10.1007/978-3-030-00220-6_39","Ivan MutisAnitha Paramashivam","2019","http://link.springer.com/chapter/10.1007/978-3-030-00220-6_39","Chapter"
"Two-Layer Cloud-Based Web System","Information Systems Architecture and Technology: Proceedings of 39th International Conference on Information Systems Architecture and Technology – ISAT 2018","","","","10.1007/978-3-319-99981-4_12","Krzysztof ZatwarnickiAnna Zatwarnicka","2019","http://link.springer.com/chapter/10.1007/978-3-319-99981-4_12","Chapter"
"Officer Profile Management System Using by Cloud Computing Services","Complex, Intelligent, and Software Intensive Systems","","","","10.1007/978-3-319-93659-8_76","Kyaw Zaw YeKyaw Myo HtunZaw HtetSoe Myint Maung","2019","http://link.springer.com/chapter/10.1007/978-3-319-93659-8_76","Chapter"
