Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Host load prediction in cloud computing using Long Short-Term Memory Encoder–Decoder","The Journal of Supercomputing","","75","11","10.1007/s11227-019-02967-7","Hoang Minh NguyenGaurav KalraDaeyoung Kim","2019","http://link.springer.com/article/10.1007/s11227-019-02967-7","Article"
"An energy-efficient cloud system with novel dynamic resource allocation methods","The Journal of Supercomputing","","75","8","10.1007/s11227-019-02794-w","Chao-Tung YangShuo-Tsung ChenJung-Chun LiuYu-Wei ChanChien-Chih ChenVinod Kumar Verma","2019","http://link.springer.com/article/10.1007/s11227-019-02794-w","Article"
"RLPAS: Reinforcement Learning-based Proactive Auto-Scaler for Resource Provisioning in Cloud Environment","Mobile Networks and Applications","","24","4","10.1007/s11036-018-0996-0","J. V. Bibal BenifaD. Dejey","2019","http://link.springer.com/article/10.1007/s11036-018-0996-0","Article"
"Study on the application of cloud computing and speech recognition technology in English teaching","Cluster Computing","","22","4","10.1007/s10586-018-2115-1","Lili Wei","2019","http://link.springer.com/article/10.1007/s10586-018-2115-1","Article"
"Modular Design of Machine-Tool Equipment as Cyberphysical Systems on the Basis of Artificial Intelligence and Cloud Technology for Digital Production","Russian Engineering Research","","39","4","10.3103/S1068798X19040099","Yu. G. KabaldinD. A. ShataginP. V. KolchinR. Sh. Mansurov","2019","http://link.springer.com/article/10.3103/S1068798X19040099","Article"
"Classification of sentence level sentiment analysis using cloud machine learning techniques","Cluster Computing","","22","1","10.1007/s10586-017-1200-1","R. ArulmuruganK. R. SabarmathiH. Anandakumar","2019","http://link.springer.com/article/10.1007/s10586-017-1200-1","Article"
"A domain-divided configurable security model for cloud computing-based telecommunication services","The Journal of Supercomputing","","75","1","10.1007/s11227-015-1587-5","Jinan ShenDeqing ZouHai JinBin YuanWeiqi Dai","2019","http://link.springer.com/article/10.1007/s11227-015-1587-5","Article"
"Forming High-Availability Cloud Mechanism for Secure Peer-Servicing Networks","Wireless Personal Communications","","109","1","10.1007/s11277-019-06569-7","Tung-Ying LeeYin-Jun ChenGwo-Jiun Horng","2019","http://link.springer.com/article/10.1007/s11277-019-06569-7","Article"
"Enhancing application performance via DAG-driven scheduling in task parallelism for cloud center","Peer-to-Peer Networking and Applications","","12","2","10.1007/s12083-017-0576-2","Chenxi LiXiaofei LiaoHai Jin","2019","http://link.springer.com/article/10.1007/s12083-017-0576-2","Article"
"Cloud-Based Materials and Product Realization—Fostering ICME Via Industry 4.0","Integrating Materials and Manufacturing Innovation","","8","2","10.1007/s40192-019-00139-2","Anand Balu NellippallilZhenjun MingJanet K. AllenFarrokh Mistree","2019","http://link.springer.com/article/10.1007/s40192-019-00139-2","Article"
"A Lightweight User Authentication Scheme for Cloud-IoT Based Healthcare Services","Iranian Journal of Science and Technology, Transactions of Electrical Engineering","","43","1","10.1007/s40998-018-0146-5","Geeta SharmaSheetal Kalra","2019","http://link.springer.com/article/10.1007/s40998-018-0146-5","Article"
"Mobile cloud computing for indoor emergency response: the IPSOS assistant case study","Journal of Reliable Intelligent Environments","","5","3","10.1007/s40860-019-00088-9","Dario FacchinettiGiuseppe PsailaPatrizia Scandurra","2019","http://link.springer.com/article/10.1007/s40860-019-00088-9","Article"
"Software microbenchmarking in the cloud. How bad is it really?","Empirical Software Engineering","","24","4","10.1007/s10664-019-09681-1","Christoph LaaberJoel ScheunerPhilipp Leitner","2019","http://link.springer.com/article/10.1007/s10664-019-09681-1","Article"
"Assessment of Cognitive skills via Human-robot Interaction and Cloud Computing","Journal of Bionic Engineering","","16","3","10.1007/s42235-019-0043-2","Alessandro Di NuovoSimone VarrasiAlexandr LucasDaniela ContiJohn McNamaraAlessandro Soranzo","2019","http://link.springer.com/article/10.1007/s42235-019-0043-2","Article"
"An intelligent CNC controller using cloud knowledge base","The International Journal of Advanced Manufacturing Technology","","102","1 - 4","10.1007/s00170-018-03222-8","Wenbin GaoChengrui ZhangTianliang HuYingxin Ye","2019","http://link.springer.com/article/10.1007/s00170-018-03222-8","Article"
"SAVE: self-adaptive consolidation of virtual machines for energy efficiency of CPU-intensive applications in the cloud","The Journal of Supercomputing","","75","11","10.1007/s11227-019-02927-1","Wenxia GuoPing KuangYaqiu JiangXiang XuWenhong Tian","2019","http://link.springer.com/article/10.1007/s11227-019-02927-1","Article"
"Reproducible biomedical benchmarking in the cloud: lessons from crowd-sourced data challenges","Genome Biology","","20","1","10.1186/s13059-019-1794-0","Kyle EllrottAlex BuchananAllison CreasonMichael MasonThomas SchaffterBruce HoffJames EddyJohn M. ChiltonThomas YuJoshua M. StuartJulio Saez-RodriguezGustavo StolovitzkyPaul C. BoutrosJustin Guinney","2019","http://link.springer.com/article/10.1186/s13059-019-1794-0","Article"
"Histogram difference with Fuzzy rule base modeling for gradual shot boundary detection in video cloud applications","Cluster Computing","","22","1","10.1007/s10586-017-1201-0","A. Kethsy PrabavathyJ. Devi Shree","2019","http://link.springer.com/article/10.1007/s10586-017-1201-0","Article"
"Catering to Real-Time Requirements of Cloud-Connected Mobile Manipulators","KI - Künstliche Intelligenz","","33","2","10.1007/s13218-019-00581-6","Christoph WalterJulian-Benedikt ScholleNorbert Elkmann","2019","http://link.springer.com/article/10.1007/s13218-019-00581-6","Article"
"A Novel Securable Fuzzy Logic Based Ranking Scheme for Document Searching on Outsourced Cloud Data","Wireless Personal Communications","","105","1","10.1007/s11277-018-6108-4","S. N. ManoharanK. Ruba Soundar","2019","http://link.springer.com/article/10.1007/s11277-018-6108-4","Article"
"Strategies of structural health monitoring for bridges based on cloud computing","Journal of Civil Structural Health Monitoring","","9","5","10.1007/s13349-019-00356-5","Marco FuringhettiAlberto PaveseFrancesco LunghiDavide Silvestri","2019","http://link.springer.com/article/10.1007/s13349-019-00356-5","Article"
"Application of multivariate Gaussian model for discovery of healthcare services in cloud","Cluster Computing","","22","2","10.1007/s10586-018-1935-3","S. BhamaG. R. Karpagam","2019","http://link.springer.com/article/10.1007/s10586-018-1935-3","Article"
"An efficient scheduling multimedia transcoding method for DASH streaming in cloud environment","Cluster Computing","","22","1","10.1007/s10586-017-1259-8","Linh Van MaJaehyung ParkJiseung NamJonghyun JangJinsul Kim","2019","http://link.springer.com/article/10.1007/s10586-017-1259-8","Article"
"Adaptive fault-tolerant scheduling strategies for mobile cloud computing","The Journal of Supercomputing","","75","8","10.1007/s11227-019-02745-5","JongHyuk LeeJoonMin Gil","2019","http://link.springer.com/article/10.1007/s11227-019-02745-5","Article"
"A novel approach to workload prediction using attention-based LSTM encoder-decoder network in cloud environment","EURASIP Journal on Wireless Communications and Networking","","2019","1","10.1186/s13638-019-1605-z","Yonghua ZhuWeilin ZhangYihai ChenHonghao Gao","2019","http://link.springer.com/article/10.1186/s13638-019-1605-z","Article"
"Price Versus Performance of Big Data Analysis for Cloud Based Internet of Things Networks","Mobile Networks and Applications","","24","3","10.1007/s11036-018-1063-6","Khalim Amjad MeerjaPraveen V. NaiduSri Rama Krishna Kalva","2019","http://link.springer.com/article/10.1007/s11036-018-1063-6","Article"
"Automated Framework for Screening of Glaucoma Through Cloud Computing","Journal of Medical Systems","","43","5","10.1007/s10916-019-1260-2","M. SooryaAshish IssacMalay Kishore Dutta","2019","http://link.springer.com/article/10.1007/s10916-019-1260-2","Article"
"Hybrid mist-cloud systems for large scale geospatial big data analytics and processing: opportunities and challenges","Arabian Journal of Geosciences","","12","2","10.1007/s12517-018-4104-3","Rabindra Kumar BarikChinmaya MisraRakesh K. LenkaHarishchandra DubeyKunal Mankodiya","2019","http://link.springer.com/article/10.1007/s12517-018-4104-3","Article"
"A Mathematical Network Model and a Solution Algorithm for IaaS Cloud Computing","Networks and Spatial Economics","","","","10.1007/s11067-019-09460-x","Gabriella ColajanniPatrizia Daniele","2019","http://link.springer.com/article/10.1007/s11067-019-09460-x","Article"
"Parallel computing in bioinformatics: a view from high-performance, heterogeneous, and cloud computing","The Journal of Supercomputing","","75","7","10.1007/s11227-019-02934-2","Miguel A. Vega-RodríguezSergio Santander-Jiménez","2019","http://link.springer.com/article/10.1007/s11227-019-02934-2","Article"
"Distributed denial of service (DDoS) attack mitigation in software defined network (SDN)-based cloud computing environment","Journal of Ambient Intelligence and Humanized Computing","","10","5","10.1007/s12652-018-0800-9","Kriti BhushanB. B. Gupta","2019","http://link.springer.com/article/10.1007/s12652-018-0800-9","Article"
"An improved Lévy based whale optimization algorithm for bandwidth-efficient virtual machine placement in cloud computing environment","Cluster Computing","","22","4","10.1007/s10586-018-1769-z","Mohamed Abdel-BassetLaila Abdle-FatahArun Kumar Sangaiah","2019","http://link.springer.com/article/10.1007/s10586-018-1769-z","Article"
"An efficient model for vehicular cloud computing with prioritizing computing resources","Peer-to-Peer Networking and Applications","","12","5","10.1007/s12083-018-0677-6","Masoud TahmasebiMohammad Reza Khayyambashi","2019","http://link.springer.com/article/10.1007/s12083-018-0677-6","Article"
"The impact of the hybrid platform of internet of things and cloud computing on healthcare systems: opportunities, challenges, and open problems","Journal of Ambient Intelligence and Humanized Computing","","10","10","10.1007/s12652-017-0659-1","Ashraf DarwishAboul Ella HassanienMohamed ElhosenyArun Kumar SangaiahKhan Muhammad","2019","http://link.springer.com/article/10.1007/s12652-017-0659-1","Article"
"Membrane computing inspired protocol to enhance security in cloud network","The Journal of Supercomputing","","75","4","10.1007/s11227-018-2629-6","K. MaharajanB. Paramasivan","2019","http://link.springer.com/article/10.1007/s11227-018-2629-6","Article"
"Characterization of sparse beamforming for energy efficiency in cloud radio access networks using Gauss–Poisson process","Wireless Networks","","25","8","10.1007/s11276-018-1752-x","Majid FarahmandAbbas Mohammadi","2019","http://link.springer.com/article/10.1007/s11276-018-1752-x","Article"
"DDoS prevention using third party auditor in cloud computing","Iran Journal of Computer Science","","2","4","10.1007/s42044-019-00039-w","Rajat SaxenaSomnath Dey","2019","http://link.springer.com/article/10.1007/s42044-019-00039-w","Article"
"Mobility-aware task delegation model in mobile cloud computing","The Journal of Supercomputing","","75","1","10.1007/s11227-018-02729-x","Anwesha MukherjeeDeepsubhra Guha RoyDebashis De","2019","http://link.springer.com/article/10.1007/s11227-018-02729-x","Article"
"Cloud computing as a facilitator for web service composition in factory automation","Journal of Intelligent Manufacturing","","30","2","10.1007/s10845-016-1277-z","Juha PuttonenAndrei LobovMaria A. Cavia SotoJosé L. Martinez Lastra","2019","http://link.springer.com/article/10.1007/s10845-016-1277-z","Article"
"Chatbot-based heathcare service with a knowledge base for cloud computing","Cluster Computing","","22","1","10.1007/s10586-018-2334-5","Kyungyong ChungRoy C. Park","2019","http://link.springer.com/article/10.1007/s10586-018-2334-5","Article"
"Optimizing Applications for Mobile Cloud Computing Through MOCCAA","Journal of Grid Computing","","17","4","10.1007/s10723-019-09492-0","Harun BarakiAlexander JahlStefan JakobCorvin SchwarzbachMalte FaxKurt Geihs","2019","http://link.springer.com/article/10.1007/s10723-019-09492-0","Article"
"Optimized state update for mobile games in cloud networks","Cluster Computing","","22","1","10.1007/s10586-017-1220-x","Hye-Young KimKuinam J. Kim","2019","http://link.springer.com/article/10.1007/s10586-017-1220-x","Article"
"VM Reservation Plan Adaptation Using Machine Learning in Cloud Computing","Journal of Grid Computing","","17","4","10.1007/s10723-019-09487-x","Bartlomiej SniezynskiPiotr NawrockiMichal WilkMarcin JarzabKrzysztof Zielinski","2019","http://link.springer.com/article/10.1007/s10723-019-09487-x","Article"
"Enhancing the security of cloud data using hybrid encryption algorithm","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-019-01403-1","K. R. SajaySuvanam Sasidhar BabuYellepeddi Vijayalakshmi","2019","http://link.springer.com/article/10.1007/s12652-019-01403-1","Article"
"Pareto-optimal cost optimization for large scale cloud systems using joint allocation of resources","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-019-01601-x","Suchintan MishraArun Kumar SangaiahManmath Narayan SahooSambit Bakshi","2019","http://link.springer.com/article/10.1007/s12652-019-01601-x","Article"
"Toward maximization of profit and quality of cloud federation: solution to cloud federation formation problem","The Journal of Supercomputing","","75","2","10.1007/s11227-018-2620-2","Benay Kumar RayAvirup SahaSunirmal KhatuaSarbani Roy","2019","http://link.springer.com/article/10.1007/s11227-018-2620-2","Article"
"Reliability and energy efficient workflow scheduling in cloud environment","Cluster Computing","","22","4","10.1007/s10586-019-02911-7","Ritu GargMamta MittalLe Hoang Son","2019","http://link.springer.com/article/10.1007/s10586-019-02911-7","Article"
"A focus on future cloud: machine learning-based cloud security","Service Oriented Computing and Applications","","13","3","10.1007/s11761-019-00270-0","E. K. SubramanianLatha Tamilselvan","2019","http://link.springer.com/article/10.1007/s11761-019-00270-0","Article"
"Towards a cloud-based automated surveillance system using wireless technologies","Multimedia Systems","","25","5","10.1007/s00530-017-0558-5","Javier J. Salmerón-GarcíaSjoerd van den DriesFernando Díaz-del-RíoArturo Morgado-EstevezJose Luis Sevillano-RamosM. J. G. van de Molengraft","2019","http://link.springer.com/article/10.1007/s00530-017-0558-5","Article"
"Cost-efficient parallel processing of irregularly structured problems in cloud computing environments","Cluster Computing","","22","3","10.1007/s10586-018-2879-3","Jens HaussmannWolfgang BlochingerWolfgang Kuechlin","2019","http://link.springer.com/article/10.1007/s10586-018-2879-3","Article"
"Towards Sustainable High-Performance Transaction Processing in Cloud-based DBMS","Cluster Computing","","22","1","10.1007/s10586-018-2826-3","Woong SulHeon Y. YeomHyungsoo Jung","2019","http://link.springer.com/article/10.1007/s10586-018-2826-3","Article"
"AGCM: Active Queue Management-Based Green Cloud Model for Mobile Edge Computing","Wireless Personal Communications","","105","3","10.1007/s11277-019-06119-1","Alshimaa H. IsmailNirmeen A. El-BahnasawyHesham F. A. Hamed","2019","http://link.springer.com/article/10.1007/s11277-019-06119-1","Article"
"Optimal Task Assignment in Mobile Cloud Computing by Queue Based Ant-Bee Algorithm","Wireless Personal Communications","","104","1","10.1007/s11277-018-6014-9","Vinu Sundararaj","2019","http://link.springer.com/article/10.1007/s11277-018-6014-9","Article"
"A Data Security Storage Method for IoT Under Hadoop Cloud Computing Platform","International Journal of Wireless Information Networks","","26","3","10.1007/s10776-019-00434-x","Yuqing Mo","2019","http://link.springer.com/article/10.1007/s10776-019-00434-x","Article"
"Toward collaborative open data science in metabolomics using Jupyter Notebooks and cloud computing","Metabolomics","","15","10","10.1007/s11306-019-1588-0","Kevin M. MendezLeighton PritchardStacey N. ReinkeDavid I. Broadhurst","2019","http://link.springer.com/article/10.1007/s11306-019-1588-0","Article"
"Hybrid Cloud Adaptive Scheduling Strategy for Heterogeneous Workloads","Journal of Grid Computing","","17","3","10.1007/s10723-019-09481-3","Li ChunlinTang JianhangLuo Youlong","2019","http://link.springer.com/article/10.1007/s10723-019-09481-3","Article"
"A comprehensive framework for student stress monitoring in fog-cloud IoT environment: m-health perspective","Medical & Biological Engineering & Computing","","57","1","10.1007/s11517-018-1877-1","Prabal VermaSandeep K Sood","2019","http://link.springer.com/article/10.1007/s11517-018-1877-1","Article"
"Susceptibility zoning of karst geological hazards using machine learning and cloud model","Cluster Computing","","22","4","10.1007/s10586-017-1590-0","Jia XingliDai QingmiaoYang Hongzhi","2019","http://link.springer.com/article/10.1007/s10586-017-1590-0","Article"
"An Energy-Efficient Dynamic Resource Management Approach Based on Clustering and Meta-Heuristic Algorithms in Cloud Computing IaaS Platforms","Wireless Personal Communications","","104","4","10.1007/s11277-018-6089-3","Maryam Askarizade HaghighiMehrdad MaeenMajid Haghparast","2019","http://link.springer.com/article/10.1007/s11277-018-6089-3","Article"
"A hybrid approach to scheduling real-time IoT workflows in fog and cloud environments","Multimedia Tools and Applications","","78","17","10.1007/s11042-018-7051-9","Georgios L. StavrinidesHelen D. Karatza","2019","http://link.springer.com/article/10.1007/s11042-018-7051-9","Article"
"Agricultural product monitoring system supported by cloud computing","Cluster Computing","","22","4","10.1007/s10586-018-2022-5","Chen JinboCao XiangliangFu Han-ChiAnthony Lam","2019","http://link.springer.com/article/10.1007/s10586-018-2022-5","Article"
"Autonomous multimedia cluster computing based on Cooperative Cognition data behavior measurement under multi cloud computing","Multimedia Tools and Applications","","78","7","10.1007/s11042-018-6381-y","Ying XiaoLi ZhangLigong Hou","2019","http://link.springer.com/article/10.1007/s11042-018-6381-y","Article"
"A water cycle optimized wavelet neural network algorithm for demand prediction in cloud computing","Cluster Computing","","22","4","10.1007/s10586-019-02916-2","Sima JeddiSaeed Sharifian","2019","http://link.springer.com/article/10.1007/s10586-019-02916-2","Article"
"Integer linear programming-based multi-objective scheduling for scientific workflows in multi-cloud environments","The Journal of Supercomputing","","75","10","10.1007/s11227-019-02877-8","Somayeh MohammadiLatif PourKarimiHossein Pedram","2019","http://link.springer.com/article/10.1007/s11227-019-02877-8","Article"
"Enhanced fault identification and optimal task prediction (EFIOTP) algorithm during multi-resource utilization in cloud-based knowledge and personal computing","Personal and Ubiquitous Computing","","","","10.1007/s00779-019-01265-6","J. M. NandhiniT. Gnanasekaran","2019","http://link.springer.com/article/10.1007/s00779-019-01265-6","Article"
"Multidimensional hierarchical VM migration management for HPC cloud environments","The Journal of Supercomputing","","75","8","10.1007/s11227-019-02799-5","Sonja FiliposkaAnastas MishevKatja Gilly","2019","http://link.springer.com/article/10.1007/s11227-019-02799-5","Article"
"Adaptive PID controller for cloud smart city system stability control based on chaotic neural network","Cluster Computing","","22","6","10.1007/s10586-017-1197-5","Xuebiao ZhuKuisheng ChenYanan WangHuasheng Zheng","2019","http://link.springer.com/article/10.1007/s10586-017-1197-5","Article"
"Efficient and Secure Privacy Analysis for Medical Big Data Using TDES and MKSVM with Access Control in Cloud","Journal of Medical Systems","","43","8","10.1007/s10916-019-1374-6","E. ShanmugapriyaR. Kavitha","2019","http://link.springer.com/article/10.1007/s10916-019-1374-6","Article"
"Cloud platform wireless sensor network detection system based on data sharing","Cluster Computing","","22","6","10.1007/s10586-018-2260-6","Shuo XiaoTianxu LiBin GuoZhenzhen Huang","2019","http://link.springer.com/article/10.1007/s10586-018-2260-6","Article"
"Parameter optimization criteria guided 3D point cloud classification","Multimedia Tools and Applications","","78","4","10.1007/s11042-018-6838-z","Hongjun LiWeiliang MengXinying LiuShiming XiangXiaopeng Zhang","2019","http://link.springer.com/article/10.1007/s11042-018-6838-z","Article"
"LP-WSC: a linear programming approach for web service composition in geographically distributed cloud environments","The Journal of Supercomputing","","75","5","10.1007/s11227-018-2656-3","Mostafa Ghobaei-AraniAlireza Souri","2019","http://link.springer.com/article/10.1007/s11227-018-2656-3","Article"
"$$FC^{2}$$
                
                  
                    
                      F
                      
                        C
                        2
                      
                    
                  
                
              : cloud-based cluster provisioning for distributed machine learning","Cluster Computing","","22","4","10.1007/s10586-019-02912-6","Nguyen Binh Duong Ta","2019","http://link.springer.com/article/10.1007/s10586-019-02912-6","Article"
"VMBKS: a shared memory cache system based on booting kernel in cloud","The Journal of Supercomputing","","75","1","10.1007/s11227-015-1554-1","Xiang ShiXiaofei LiaoDayang ZhengHai JinHaikun Liu","2019","http://link.springer.com/article/10.1007/s11227-015-1554-1","Article"
"A Green energy-efficient scheduler for cloud data centers","Cluster Computing","","22","2","10.1007/s10586-018-2028-z","Mohammed AmoonTarek E. El. Tobely","2019","http://link.springer.com/article/10.1007/s10586-018-2028-z","Article"
"On construction of a cloud storage system with heterogeneous software-defined storage technologies","Human-centric Computing and Information Sciences","","9","1","10.1186/s13673-019-0173-x","Chao-Tung YangShuo-Tsung ChenYu-Wei ChanYu-Chuan Shen","2019","http://link.springer.com/article/10.1186/s13673-019-0173-x","Article"
"A novel method for adaptive fault tolerance during load balancing in cloud computing","Cluster Computing","","22","5","10.1007/s10586-017-1038-6","T. TamilvizhiB. Parvathavarthini","2019","http://link.springer.com/article/10.1007/s10586-017-1038-6","Article"
"Factors affecting cloud computing adoption in the Indian school education system","Education and Information Technologies","","24","4","10.1007/s10639-019-09878-3","Jewan SinghVibhakar Mansotra","2019","http://link.springer.com/article/10.1007/s10639-019-09878-3","Article"
"Failure detectors for crash faults in cloud","Journal of Ambient Intelligence and Humanized Computing","","10","11","10.1007/s12652-018-1121-8","Bharati SinhaAwadhesh Kumar SinghPoonam Saini","2019","http://link.springer.com/article/10.1007/s12652-018-1121-8","Article"
"Research on process customization technology for intelligent transportation cloud service platform","Cluster Computing","","22","6","10.1007/s10586-018-2555-7","Hua PanZhongxiang HuangZengzhen He","2019","http://link.springer.com/article/10.1007/s10586-018-2555-7","Article"
"A Cognizant agent system for optimizing cloud service searching strategy","Cluster Computing","","22","6","10.1007/s10586-018-1915-7","S. DhanasekaranV. Vasudevan","2019","http://link.springer.com/article/10.1007/s10586-018-1915-7","Article"
"Attribute-based hierarchical file encryption for efficient retrieval of files by DV index tree from cloud using crossover genetic algorithm","Soft Computing","","23","8","10.1007/s00500-019-03790-1","R. NareshM. SayeekumarG. M. KarthickP. Supraja","2019","http://link.springer.com/article/10.1007/s00500-019-03790-1","Article"
"A new agent-based method for QoS-aware cloud service composition using particle swarm optimization algorithm","Journal of Ambient Intelligence and Humanized Computing","","10","5","10.1007/s12652-018-0773-8","Afshin NaseriNima Jafari Navimipour","2019","http://link.springer.com/article/10.1007/s12652-018-0773-8","Article"
"MaReIA: a cloud MapReduce based high performance whole slide image analysis framework","Distributed and Parallel Databases","","37","2","10.1007/s10619-018-7237-1","Hoang VoJun KongDejun TengYanhui LiangAblimit AjiGeorge TeodoroFusheng Wang","2019","http://link.springer.com/article/10.1007/s10619-018-7237-1","Article"
"Multi-cloud cooperative intrusion detection system: trust and fairness assurance","Annals of Telecommunications","","74","9 - 10","10.1007/s12243-019-00724-8","Adel AbusittaMartine BellaicheMichel Dagenais","2019","http://link.springer.com/article/10.1007/s12243-019-00724-8","Article"
"Cloud-based parallel power flow calculation using resilient distributed datasets and directed acyclic graph","Journal of Modern Power Systems and Clean Energy","","7","1","10.1007/s40565-018-0406-4","Dewen WANGFangfang ZHOUJiangman LI","2019","http://link.springer.com/article/10.1007/s40565-018-0406-4","Article"
"LCCFS: a lightweight distributed file system for cloud computing without journaling and metadata services","Science China Information Sciences","","62","7","10.1007/s11432-017-9295-4","Li WangJingling XueXiangke LiaoYunchuan WenMin Chen","2019","http://link.springer.com/article/10.1007/s11432-017-9295-4","Article"
"An efficient method for meteorological nephogram recognition in cloud environment","EURASIP Journal on Wireless Communications and Networking","","2019","1","10.1186/s13638-019-1611-1","Tao LiLei WangYongjun RenXiang LiJinyue XiaRan An","2019","http://link.springer.com/article/10.1186/s13638-019-1611-1","Article"
"Spark-IDPP: high-throughput and scalable prediction of intrinsically disordered protein regions with Spark clusters on the Cloud","Cluster Computing","","22","2","10.1007/s10586-018-2857-9","Bożena Małysiak-MrozekTomasz BaronDariusz Mrozek","2019","http://link.springer.com/article/10.1007/s10586-018-2857-9","Article"
"Locality-aware process placement for parallel and distributed simulation in cloud data centers","The Journal of Supercomputing","","75","11","10.1007/s11227-019-02973-9","Saad ZaheerAsad Waqar MalikAnis Ur RahmanSafdar Abbas Khan","2019","http://link.springer.com/article/10.1007/s11227-019-02973-9","Article"
"Secure Inverted Index Based Search over Encrypted Cloud Data with User Access Rights Management","Journal of Computer Science and Technology","","34","1","10.1007/s11390-019-1903-2","Fateh BoucennaOmar NoualiSamir KechidM. Tahar Kechadi","2019","http://link.springer.com/article/10.1007/s11390-019-1903-2","Article"
"Towards efficient privacy-preserving encrypted image search in cloud computing","Soft Computing","","23","6","10.1007/s00500-017-2927-6","Yuan WangMeixia MiaoJian ShenJianfeng Wang","2019","http://link.springer.com/article/10.1007/s00500-017-2927-6","Article"
"Research on cloud computing in the resource sharing system of university library services","Evolutionary Intelligence","","12","3","10.1007/s12065-018-0195-8","Ningning SunYong LiLihua MaWenyong ChenDunn Cynthia","2019","http://link.springer.com/article/10.1007/s12065-018-0195-8","Article"
"An IoT-based task scheduling optimization scheme considering the deadline and cost-aware scientific workflow for cloud computing","EURASIP Journal on Wireless Communications and Networking","","2019","1","10.1186/s13638-019-1557-3","Xiaojin MaHonghao GaoHuahu XuMinjie Bian","2019","http://link.springer.com/article/10.1186/s13638-019-1557-3","Article"
"Nxt-Max: for supporting VDC-based maximum redundant bandwidth allocation in cloud datacenter","Cluster Computing","","22","5","10.1007/s10586-017-1683-9","Wang ShuoLi JingWang QiqiZhang Hongjie","2019","http://link.springer.com/article/10.1007/s10586-017-1683-9","Article"
"An energy-efficient task scheduling algorithm for heterogeneous cloud computing systems","Cluster Computing","","22","2","10.1007/s10586-018-2858-8","Sanjaya K. PandaPrasanta K. Jana","2019","http://link.springer.com/article/10.1007/s10586-018-2858-8","Article"
"Auto-scaling for real-time stream analytics on HPC cloud","Service Oriented Computing and Applications","","13","2","10.1007/s11761-019-00262-0","Yingchao ChengZhifeng HaoRuichu Cai","2019","http://link.springer.com/article/10.1007/s11761-019-00262-0","Article"
"Global Cloud-Resolving Models","Current Climate Change Reports","","5","3","10.1007/s40641-019-00131-0","Masaki SatohBjorn StevensFalko JudtMarat KhairoutdinovShian-Jiann LinWilliam M. PutmanPeter Düben","2019","http://link.springer.com/article/10.1007/s40641-019-00131-0","Article"
"A Novel Multi-Objective Efficient Offloading Decision Framework in Cloud Computing for Mobile Computing Applications","Wireless Personal Communications","","107","4","10.1007/s11277-019-06348-4","Shanthi Thangam ManukumarVijayalakshmi Muthuswamy","2019","http://link.springer.com/article/10.1007/s11277-019-06348-4","Article"
"Design of network threat detection and classification based on machine learning on cloud computing","Cluster Computing","","22","1","10.1007/s10586-018-1841-8","Hyunjoo KimJonghyun KimYoungsoo KimIkkyun KimKuinam J. Kim","2019","http://link.springer.com/article/10.1007/s10586-018-1841-8","Article"
"A Framework for Heterogeneous Resource Allocation in Sensor-Cloud Environment","Wireless Personal Communications","","108","1","10.1007/s11277-019-06383-1","Sunanda BoseDebangana SarkarNandini Mukherjee","2019","http://link.springer.com/article/10.1007/s11277-019-06383-1","Article"
"Storage Node Allocation Methods for Erasure Code-based Cloud Storage Systems","Arabian Journal for Science and Engineering","","44","11","10.1007/s13369-019-03983-8","Ojus Thomas LeeG. J. AkashS. D. Madhu KumarPriya Chandran","2019","http://link.springer.com/article/10.1007/s13369-019-03983-8","Article"
"Ecological strategies of tree species in the laurel forest of Tenerife (Canary Islands): an insight into cloud forest natural dynamics using long-term monitoring data","European Journal of Forest Research","","138","1","10.1007/s10342-018-1156-6","Elias GanivetOlivier FloresEduardo BalgueríasLea de NascimentoJosé Ramón ArévaloSilvia Fernández-LugoJosé Maria Fernández-Palacios","2019","http://link.springer.com/article/10.1007/s10342-018-1156-6","Article"
"Multimedia learning platform development and implementation based on cloud environment","Multimedia Tools and Applications","","78","24","10.1007/s11042-019-08187-8","Ruijiang NanHeqing Zhang","2019","http://link.springer.com/article/10.1007/s11042-019-08187-8","Article"
"Joint remote radio heads and baseband units pool resource scheduling for delay-aware traffic in cloud radio access networks","Telecommunication Systems","","71","1","10.1007/s11235-018-0506-5","Shichao LiQiuyun WangWeigang KouDengtai Tan","2019","http://link.springer.com/article/10.1007/s11235-018-0506-5","Article"
"A validation of security determinants model for cloud adoption in Saudi organisations’ context","International Journal of Information Technology","","","","10.1007/s41870-019-00360-4","Madini O. AlassafiHany F. AtlamAbdulrahman A. AlshdadiAbdullah I. AlzahraniRayed A. AlGhamdiSeyed M. Buhari","2019","http://link.springer.com/article/10.1007/s41870-019-00360-4","Article"
"A new GLoSM embedded virtual machine model for big data services in cloud storage systems","Cluster Computing","","22","1","10.1007/s10586-018-2109-z","K. Kalai ArasanP. AnandhaKumar","2019","http://link.springer.com/article/10.1007/s10586-018-2109-z","Article"
