Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Size Matters: Microservices Research and Applications","Microservices","","","","10.1007/978-3-030-31646-4_2","Manuel MazzaraAntonio BucchiaroneNicola DragoniVictor Rivera","2020","http://link.springer.com/chapter/10.1007/978-3-030-31646-4_2","Chapter"
"A Systematic Review on Software Architectures for IoT Systems and Future Direction to the Adoption of Microservices Architecture","SN Computer Science","","1","6","10.1007/s42979-020-00359-w","Abdul Razzaq","2020","http://link.springer.com/article/10.1007/s42979-020-00359-w","Article"
"Microservices: The Evolution and Extinction of Web Services?","Microservices","","","","10.1007/978-3-030-31646-4_1","Luciano BaresiMartin Garriga","2020","http://link.springer.com/chapter/10.1007/978-3-030-31646-4_1","Chapter"
"Defining an Event-Driven Microservice and Its Boundaries","Practical Event-Driven Microservices Architecture","","","","10.1007/978-1-4842-7468-2_3","Hugo Filipe Oliveira Rocha","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7468-2_3","Chapter"
"μσADL: An Architecture Description Language for MicroServices","Human Interaction and Emerging Technologies","","","","10.1007/978-3-030-25629-6_138","Tasos Papapostolu","2020","http://link.springer.com/chapter/10.1007/978-3-030-25629-6_138","Chapter"
"Mining the Architecture of Microservice-Based Applications from their Kubernetes Deployment","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-030-71906-7_9","Giuseppe MuntoniJacopo SoldaniAntonio Brogi","2021","http://link.springer.com/chapter/10.1007/978-3-030-71906-7_9","Chapter"
"LE2ML: a microservices-based machine learning workbench as part of an agnostic, reliable and scalable architecture for smart homes","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-021-03528-8","Florentin ThullierSylvain HalléSébastien Gaboury","2021","http://link.springer.com/article/10.1007/s12652-021-03528-8","Article"
"Modeling Performance of Microservices Systems with Growth Theory","Empirical Software Engineering","","27","2","10.1007/s10664-021-10088-0","Matteo CamilliBarbara Russo","2022","http://link.springer.com/article/10.1007/s10664-021-10088-0","Article"
"Microservices: Architecting and Design Considerations","Azure Kubernetes Services with Microservices","","","","10.1007/978-1-4842-7809-3_2","Kasam Ahmed ShaikhShailesh S. Agaskar","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7809-3_2","Chapter"
"A method for monitoring the coupling evolution of microservice-based architectures","Journal of the Brazilian Computer Society","","27","1","10.1186/s13173-021-00120-y","Daniel R.F. ApolinárioBreno B.N. de França","2021","http://link.springer.com/article/10.1186/s13173-021-00120-y","Article"
"Cloud-Native Microservices with Apache Pulsar","","","","","10.1007/978-1-4842-7839-0","Rahul SharmaMohammad Atyab","2022","http://link.springer.com/book/10.1007/978-1-4842-7839-0","Book"
"Microservices Design Patterns","Azure Kubernetes Services with Microservices","","","","10.1007/978-1-4842-7809-3_3","Kasam Ahmed ShaikhShailesh S. Agaskar","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7809-3_3","Chapter"
"Improving microservice-based applications with runtime placement adaptation","Journal of Internet Services and Applications","","10","1","10.1186/s13174-019-0104-0","Adalberto R. Sampaio Jr.Julia RubinIvan BeschastnikhNelson S. Rosa","2019","http://link.springer.com/article/10.1186/s13174-019-0104-0","Article"
"Bicycle Path Network Designing and Exploitation Simulation as a Microservice Architecture","ICTE in Transportation and Logistics 2019","","","","10.1007/978-3-030-39688-6_43","Artis AizstrautsEgils GintersDirk BurkhardtKawa Nazemi","2020","http://link.springer.com/chapter/10.1007/978-3-030-39688-6_43","Chapter"
"Pro Java Microservices with Quarkus and Kubernetes","","","","","10.1007/978-1-4842-7170-4","Nebrass Lamouchi","2021","http://link.springer.com/book/10.1007/978-1-4842-7170-4","Book"
"Consistency and Availability in Microservice Architectures","Web Information Systems and Technologies","","","","10.1007/978-3-030-35330-8_3","Davide Rossi","2019","http://link.springer.com/chapter/10.1007/978-3-030-35330-8_3","Chapter"
"Towards a Metrics-Based Software Quality Rating for a Microservice Architecture","Innovations for Community Services","","","","10.1007/978-3-030-22482-0_15","Sebastian ApelFlorian HertrampfSteffen Späthe","2019","http://link.springer.com/chapter/10.1007/978-3-030-22482-0_15","Chapter"
"Evaluation of SOA-Based Web Services and Microservices Architecture Using Complexity Metrics","SN Computer Science","","2","5","10.1007/s42979-021-00767-6","Vinay RajRavichandra Sadam","2021","http://link.springer.com/article/10.1007/s42979-021-00767-6","Article"
"Freshening the Air in Microservices: Resolving Architectural Smells via Refactoring","Service-Oriented Computing – ICSOC 2019 Workshops","","","","10.1007/978-3-030-45989-5_2","Antonio BrogiDavide NeriJacopo Soldani","2020","http://link.springer.com/chapter/10.1007/978-3-030-45989-5_2","Chapter"
"Performance and Resilience to Failures of an Cloud-Based Application: Monolithic and Microservices-Based Architectures Compared","Computer Information Systems and Industrial Management","","","","10.1007/978-3-030-28957-7_37","Michał JagiełłoMarian RusekWaldemar Karwowski","2019","http://link.springer.com/chapter/10.1007/978-3-030-28957-7_37","Chapter"
"An Experience Report from the Migration of Legacy Software Systems to Microservice Based Architecture","16th International Conference on Information Technology-New Generations (ITNG 2019)","","","","10.1007/978-3-030-14070-0_26","Hugo Henrique S. da SilvaGlauco de F. CarneiroMiguel P. Monteiro","2019","http://link.springer.com/chapter/10.1007/978-3-030-14070-0_26","Chapter"
"A Probe into the Technological Enablers of Microservice Architectures","Integrated Intelligent Computing, Communication and Security","","","","10.1007/978-981-10-8797-4_50","Christina Terese JosephK. Chandrasekaran","2019","http://link.springer.com/chapter/10.1007/978-981-10-8797-4_50","Chapter"
"Delivering Multi-agent MicroServices Using CArtAgO","Engineering Multi-Agent Systems","","","","10.1007/978-3-030-66534-0_1","Eoin O’NeillDavid LillisGregory M. P. O’HareRem W. Collier","2020","http://link.springer.com/chapter/10.1007/978-3-030-66534-0_1","Chapter"
"Continuous Architecting with Microservices and DevOps: A Systematic Mapping Study","Cloud Computing and Services Science","","","","10.1007/978-3-030-29193-8_7","Davide TaibiValentina LenarduzziClaus Pahl","2019","http://link.springer.com/chapter/10.1007/978-3-030-29193-8_7","Chapter"
"Transformation of State Machines for a Microservice-Based Event-Driven Architecture: A Proof-of-Concept","Recent Advances in Information and Communication Technology 2018","","","","10.1007/978-3-319-93692-5_32","Roland Petrasch","2019","http://link.springer.com/chapter/10.1007/978-3-319-93692-5_32","Chapter"
"Charting Microservices to Support Services’ Developers: The Anaximander Approach","Service-Oriented Computing","","","","10.1007/978-3-030-65310-1_3","Sébastien MosserJean-Philippe CaissyFlorian JuroszekFlorian VoutersNaouel Moha","2020","http://link.springer.com/chapter/10.1007/978-3-030-65310-1_3","Chapter"
"Supporting Architectural Decision Making on Data Management in Microservice Architectures","Software Architecture","","","","10.1007/978-3-030-29983-5_2","Evangelos NtentosUwe ZdunKonstantinos PlakidasDaniel SchallFei LiSebastian Meixner","2019","http://link.springer.com/chapter/10.1007/978-3-030-29983-5_2","Chapter"
"On Automatic Software Architecture Reconstruction of Microservice Applications","Information Science and Applications","","","","10.1007/978-981-33-6385-4_21","Andrew WalkerIan LairdTomas Cerny","2021","http://link.springer.com/chapter/10.1007/978-981-33-6385-4_21","Chapter"
"Service Dependency Graph Analysis in Microservice Architecture","Perspectives in Business Informatics Research","","","","10.1007/978-3-030-61140-8_9","Edgars GaidelsMarite Kirikova","2020","http://link.springer.com/chapter/10.1007/978-3-030-61140-8_9","Chapter"
"A Self Healing Microservices Architecture: A Case Study in Docker Swarm Cluster","Advanced Information Networking and Applications","","","","10.1007/978-3-030-15032-7_71","Basel MagablehMuder Almiani","2020","http://link.springer.com/chapter/10.1007/978-3-030-15032-7_71","Chapter"
"A Qualitative Literature Review on Microservices Identification Approaches","Service-Oriented Computing","","","","10.1007/978-3-030-64846-6_9","Christoph SchröerFelix KruseJorge Marx Gómez","2020","http://link.springer.com/chapter/10.1007/978-3-030-64846-6_9","Chapter"
"Migrating from Monoliths to Cloud-Based Microservices: A Banking Industry Example","Software Engineering in the Era of Cloud Computing","","","","10.1007/978-3-030-33624-0_4","Alan MegargelVenky ShankararamanDavid K. Walker","2020","http://link.springer.com/chapter/10.1007/978-3-030-33624-0_4","Chapter"
"Developing a Microservices Software System with Spring Could – A Case Study of Meeting Scheduler","Advances in E-Business Engineering for Ubiquitous Computing","","","","10.1007/978-3-030-34986-8_9","Wen-Tin LeeTseng-Chung Lu","2020","http://link.springer.com/chapter/10.1007/978-3-030-34986-8_9","Chapter"
"When Microservices Architecture and Blockchain Technology Meet: Challenges and Design Concepts","Advanced Technologies for Humanity","","","","10.1007/978-3-030-94188-8_16","Idris OumoussaSoufiane FaieqRajaa Saidi","2022","http://link.springer.com/chapter/10.1007/978-3-030-94188-8_16","Chapter"
"µBIGMSA-Microservice-Based Model for Big Data Knowledge Discovery: Thinking Beyond the Monoliths","Wireless Personal Communications","","116","4","10.1007/s11277-020-07822-0","Neelam SinghDevesh Pratap SinghBhasker PantUmesh Kumar Tiwari","2021","http://link.springer.com/article/10.1007/s11277-020-07822-0","Article"
"SaaS - Microservices-Based Scalable Smart Contract Architecture","Security in Computing and Communications","","","","10.1007/978-981-16-0422-5_16","Eranga BandaraXueping LiangPeter FoytikSachin ShettyNalin RanasingheKasun De ZoysaWee Keong Ng","2021","http://link.springer.com/chapter/10.1007/978-981-16-0422-5_16","Chapter"
"Verification of Microservices Using Metamorphic Testing","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-030-38991-8_10","Gang LuoXi ZhengHuai LiuRongbin XuDinesh NagumothuRanjith JanapareddiEr ZhuangXiao Liu","2020","http://link.springer.com/chapter/10.1007/978-3-030-38991-8_10","Chapter"
"Assessing Architecture Conformance to Coupling-Related Patterns and Practices in Microservices","Software Architecture","","","","10.1007/978-3-030-58923-3_1","Evangelos NtentosUwe ZdunKonstantinos PlakidasSebastian MeixnerSebastian Geiger","2020","http://link.springer.com/chapter/10.1007/978-3-030-58923-3_1","Chapter"
"A Modular Approach to Calculate Service-Based Maintainability Metrics from Runtime Data of Microservices","Product-Focused Software Process Improvement","","","","10.1007/978-3-030-35333-9_34","Justus BognerSteffen SchlingerStefan WagnerAlfred Zimmermann","2019","http://link.springer.com/chapter/10.1007/978-3-030-35333-9_34","Chapter"
"Supporting Active Ageing Interventions with Web and Mobile/Wearable Technologies and Using Microservice Oriented Architectures","Gerontechnology","","","","10.1007/978-3-030-16028-9_11","Francisco Carranza-GarcíaFrancisco M. García-MorenoCarlos Rodriguez-DominguezJosé Luis GarridoMaría Bermúdez EdoMaría José Rodriguez-FortizJosé Manuel Pérez-Mármol","2019","http://link.springer.com/chapter/10.1007/978-3-030-16028-9_11","Chapter"
"Metrics for Assessing Architecture Conformance to Microservice Architecture Patterns and Practices","Service-Oriented Computing","","","","10.1007/978-3-030-65310-1_42","Evangelos NtentosUwe ZdunKonstantinos PlakidasSebastian MeixnerSebastian Geiger","2020","http://link.springer.com/chapter/10.1007/978-3-030-65310-1_42","Chapter"
"Evaluating and Improving Microservice Architecture Conformance to Architectural Design Decisions","Service-Oriented Computing","","","","10.1007/978-3-030-91431-8_12","Evangelos NtentosUwe ZdunKonstantinos PlakidasSebastian Geiger","2021","http://link.springer.com/chapter/10.1007/978-3-030-91431-8_12","Chapter"
"Optimal and Automated Deployment for Microservices","Fundamental Approaches to Software Engineering","","","","10.1007/978-3-030-16722-6_21","Mario BravettiSaverio GiallorenzoJacopo MauroIacopo TaleviGianluigi Zavattaro","2019","http://link.springer.com/chapter/10.1007/978-3-030-16722-6_21","Chapter"
"Microservices Architecture","Practical Microservices Architectural Patterns","","","","10.1007/978-1-4842-4501-9_4","Binildas Christudas","2019","http://link.springer.com/chapter/10.1007/978-1-4842-4501-9_4","Chapter"
"From Monolith to Cloud Architecture Using Semi-automated Microservices Modernization","Advances on P2P, Parallel, Grid, Cloud and Internet Computing","","","","10.1007/978-3-030-33509-0_60","Salvatore Augusto MaistoBeniamino Di MartinoStefania Nacchia","2020","http://link.springer.com/chapter/10.1007/978-3-030-33509-0_60","Chapter"
"Microservices-Based Architecture for Resilient Cities Applications","AETA 2019 - Recent Advances in Electrical Engineering and Related Sciences: Theory and Application","","","","10.1007/978-3-030-53021-1_43","Zeida SolarteJuan D. GonzalezLyda PeñaOscar H. Mondragon","2021","http://link.springer.com/chapter/10.1007/978-3-030-53021-1_43","Chapter"
"Promises and challenges of microservices: an exploratory study","Empirical Software Engineering","","26","4","10.1007/s10664-020-09910-y","Yingying WangHarshavardhan KadiyalaJulia Rubin","2021","http://link.springer.com/article/10.1007/s10664-020-09910-y","Article"
"Tool Support for the Migration to Microservice Architecture: An Industrial Case Study","Software Architecture","","","","10.1007/978-3-030-29983-5_17","Ilaria PigazziniFrancesca Arcelli FontanaAndrea Maggioni","2019","http://link.springer.com/chapter/10.1007/978-3-030-29983-5_17","Chapter"
"Performance and Security Evaluation in Microservices Architecture Using Open Source Containers","Applied Technologies","","","","10.1007/978-3-030-71503-8_37","Diego Antonio Castillo RivasDaniel Guamán","2021","http://link.springer.com/chapter/10.1007/978-3-030-71503-8_37","Chapter"
"Towards the Digital Factory: A Microservices-Based Middleware for Real-to-Digital Synchronization","Microservices","","","","10.1007/978-3-030-31646-4_11","Michele CiavottaGiovanni Dal MasoDiego RovereRadostin TsvetanovSilvia Menato","2020","http://link.springer.com/chapter/10.1007/978-3-030-31646-4_11","Chapter"
"Development of Cloud-Based Microservices to Decision Support System","Open Source Systems","","","","10.1007/978-3-030-47240-5_9","Konstantin AksyonovOlga AksyonovaAnna AntonovaElena AksyonovaPolina Ziomkovskaya","2020","http://link.springer.com/chapter/10.1007/978-3-030-47240-5_9","Chapter"
"Architectural ML Framework for IoT Services Delivery Based on Microservices","Distributed Computer and Communication Networks","","","","10.1007/978-3-030-66471-8_53","Kristina DinevaTatiana Atanasova","2020","http://link.springer.com/chapter/10.1007/978-3-030-66471-8_53","Chapter"
"Using Microservices to Customize Multi-tenant Software-as-a-Service","Microservices","","","","10.1007/978-3-030-31646-4_12","Hui SongFranck ChauvelPhu H. Nguyen","2020","http://link.springer.com/chapter/10.1007/978-3-030-31646-4_12","Chapter"
"A Microservice-Based Reference Architecture for Digital Platforms in the Proteomics Domain","The Next Wave of Sociotechnical Design","","","","10.1007/978-3-030-82405-1_26","Marwin ShraidehPatroklos SamarasMaximilian SchreieckHelmut Krcmar","2021","http://link.springer.com/chapter/10.1007/978-3-030-82405-1_26","Chapter"
"Investigations of Microservices Architecture in Edge Computing Environment","Social Networking and Computational Intelligence","","","","10.1007/978-981-15-2071-6_7","Nitin RathoreAnand RajavatMargi Patel","2020","http://link.springer.com/chapter/10.1007/978-981-15-2071-6_7","Chapter"
"Assessing Your Microservice Migration","Microservices","","","","10.1007/978-3-030-31646-4_4","Alexis HenryYoussef Ridene","2020","http://link.springer.com/chapter/10.1007/978-3-030-31646-4_4","Chapter"
