Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Role of Cloud Computing in Geotechnical Engineering","Intelligent and Cloud Computing","","","","10.1007/978-981-15-6202-0_19","Rashmisikha BeheraManas Ranjan Das","2021","http://link.springer.com/chapter/10.1007/978-981-15-6202-0_19","Chapter"
"Workload Prediction of Cloud Workflow Based on Graph Neural Network","Web Information Systems and Applications","","","","10.1007/978-3-030-87571-8_15","Ming GaoYuchan LiJixiang Yu","2021","http://link.springer.com/chapter/10.1007/978-3-030-87571-8_15","Chapter"
"Real-Time Model of Computation over HPC/Cloud Orchestration - The LEXIS Approach","Complex, Intelligent and Software Intensive Systems","","","","10.1007/978-3-030-50454-0_24","Thierry GoubierJan MartinovičPaul DubrulleLaurent GanneStéphane LouiseTomáš MartinovičKateřina Slaninová","2021","http://link.springer.com/chapter/10.1007/978-3-030-50454-0_24","Chapter"
"Things-to-Cloud (T2C): A Protocol-Based Nine-Layered Architecture","Inventive Communication and Computational Technologies","","","","10.1007/978-981-15-7345-3_68","N. D. PatelB. M. MehtreRajeev Wankar","2021","http://link.springer.com/chapter/10.1007/978-981-15-7345-3_68","Chapter"
"Cost-Aware Big Data Stream Processing in Cloud Environment","Cloud Computing","","","","10.1007/978-3-030-69992-5_10","Ahmed Al-MansooriJemal AbawajyMorshed Chowdhury","2021","http://link.springer.com/chapter/10.1007/978-3-030-69992-5_10","Chapter"
"Research on the Efficiency of 3D Collaborative Design Based on P-BIM Cloud Platform","Proceedings of the 23rd International Symposium on Advancement of Construction Management and Real Estate","","","","10.1007/978-981-15-3977-0_57","Fuping ZhouJiayuan WangGejing ShangJingya Li","2021","http://link.springer.com/chapter/10.1007/978-981-15-3977-0_57","Chapter"
"Relevance of Near-Term Quantum Computing in the Cloud: A Humanities Perspective","Cloud Computing and Services Science","","","","10.1007/978-3-030-72369-9_2","Johanna BarzenFrank LeymannMichael FalkenthalDaniel VietzBenjamin WederKaroline Wild","2021","http://link.springer.com/chapter/10.1007/978-3-030-72369-9_2","Chapter"
"An Industrial-Grade API Secure Access Gateway in the Cloud-Edge Integration Scenario","Smart Grid and Internet of Things","","","","10.1007/978-3-030-69514-9_6","Sai LiuZhen-Jiang ZhangYong CuiYang Zhang","2021","http://link.springer.com/chapter/10.1007/978-3-030-69514-9_6","Chapter"
"A Review on IOT Technology Stack, Architecture and Its Cloud Applications in Recent Trends","ICCCE 2020","","","","10.1007/978-981-15-7961-5_67","Mandla Alphonsa","2021","http://link.springer.com/chapter/10.1007/978-981-15-7961-5_67","Chapter"
"A Semantic Matchmaking Technique for Cloud Service Discovery and Selection Using Ontology Based on Service-Oriented Architecture","Intelligent and Cloud Computing","","","","10.1007/978-981-15-5971-6_4","Manoranjan ParhiSanjaya Kumar JenaNiranjan PandaBinod Kumar Pattanayak","2021","http://link.springer.com/chapter/10.1007/978-981-15-5971-6_4","Chapter"
"Cloud-Edge Microservice Architecture for DNN-based Distributed Multimedia Event Processing","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-030-71906-7_6","Felipe Arruda PontesEdward Curry","2021","http://link.springer.com/chapter/10.1007/978-3-030-71906-7_6","Chapter"
"An Ontology for Composite Cloud Services Description","Advanced Information Networking and Applications","","","","10.1007/978-3-030-75075-6_39","Wafa HidriRiadh Hadj M’tirNarjès Bellamine Ben Saoud","2021","http://link.springer.com/chapter/10.1007/978-3-030-75075-6_39","Chapter"
"Performance Evaluation of Java/PCJ Implementation of Parallel Algorithms on the Cloud","Euro-Par 2020: Parallel Processing Workshops","","","","10.1007/978-3-030-71593-9_17","Marek NowickiŁukasz GórskiPiotr Bała","2021","http://link.springer.com/chapter/10.1007/978-3-030-71593-9_17","Chapter"
"Distributed Architecture of Snort IDS in Cloud Environment","Intelligent Systems Design and Applications","","","","10.1007/978-3-030-49342-4_10","Mondher EssidFarah JemiliOuajdi Korbaa","2021","http://link.springer.com/chapter/10.1007/978-3-030-49342-4_10","Chapter"
"Pre-deployment Security Assessment for Cloud Services Through Semantic Reasoning","Computer Aided Verification","","","","10.1007/978-3-030-81685-8_36","Claudia CauliMeng LiNir PitermanOksana Tkachuk","2021","http://link.springer.com/chapter/10.1007/978-3-030-81685-8_36","Chapter"
"Cloud Based Information System Architecture in Construction Site","2021 International Conference on Applications and Techniques in Cyber Intelligence","","","","10.1007/978-3-030-79200-8_73","Jun Zhao","2021","http://link.springer.com/chapter/10.1007/978-3-030-79200-8_73","Chapter"
"User Perspective Discovery Method Based on Deep Learning in Cloud Service Community","Collaborative Computing: Networking, Applications and Worksharing","","","","10.1007/978-3-030-67540-0_37","Lei YuYaoyao WenShanshan Liang","2021","http://link.springer.com/chapter/10.1007/978-3-030-67540-0_37","Chapter"
"Automatic On-Road Object Detection in LiDAR-Point Cloud Data Using Modified VoxelNet Architecture","Computer Vision and Image Processing","","","","10.1007/978-981-16-1103-2_18","G. N. NikhilMd. MerazMohd. Javed","2021","http://link.springer.com/chapter/10.1007/978-981-16-1103-2_18","Chapter"
"Applying Patterns to Support Deployment in Cloud-Edge Environments: A Case Study","Advanced Information Networking and Applications","","","","10.1007/978-3-030-75078-7_15","Beniamino Di MartinoAntonio Esposito","2021","http://link.springer.com/chapter/10.1007/978-3-030-75078-7_15","Chapter"
"Method for Cyber Threats Detection and Identification in Modern Cloud Services","Advances in Computer Science for Engineering and Education IV","","","","10.1007/978-3-030-80472-5_28","Zhengbing HuSergiy GnatyukBerik AkhmetovVolodymyr SimakhinDinara OspanovaNurbol Akatayev","2021","http://link.springer.com/chapter/10.1007/978-3-030-80472-5_28","Chapter"
"The New Role of Cloud Technologies in Management Information Systems Implementation Methodology","Proceedings of the Future Technologies Conference (FTC) 2020, Volume 3","","","","10.1007/978-3-030-63092-8_29","Patryk MorawiecAnna Sołtysik-Piorunkiewicz","2021","http://link.springer.com/chapter/10.1007/978-3-030-63092-8_29","Chapter"
"Optimizing GPU-Enhanced HPC System and Cloud Procurements for Scientific Workloads","High Performance Computing","","","","10.1007/978-3-030-78713-4_17","Richard Todd EvansMatthew CawoodStephen Lien HarrellLei HuangSi LiuChun-Yaung LuAmit RuhelaYinzhi WangZhao Zhang","2021","http://link.springer.com/chapter/10.1007/978-3-030-78713-4_17","Chapter"
"A Cloud-Native Serverless Approach for Implementation of Batch Extract-Load Processes in Data Lakes","Data Analytics and Management in Data Intensive Domains","","","","10.1007/978-3-030-81200-3_3","Anton BryzgalovSergey Stupnikov","2021","http://link.springer.com/chapter/10.1007/978-3-030-81200-3_3","Chapter"
"Leveraging Cloud Inter-zone Architecture for Response Time Reduction","Research in Computer Science and Its Applications","","","","10.1007/978-3-030-90556-9_8","Birane KoundoulYoussou KasseFatoumata BaldeBamba Gueye","2021","http://link.springer.com/chapter/10.1007/978-3-030-90556-9_8","Chapter"
"Agile Infrastructure for Cloud-Based Environments: A Review","Information and Software Technologies","","","","10.1007/978-3-030-88304-1_1","Guillermo RodríguezFabio G. RochaDawitt BarbaraIgor M. AzevedoPablo M. MenezesSanjay Misra","2021","http://link.springer.com/chapter/10.1007/978-3-030-88304-1_1","Chapter"
"Use of Machine Learning Services in Cloud","Computer Networks, Big Data and IoT","","","","10.1007/978-981-16-0965-7_5","Chandrashekhar S. PawarAmit GanatraAmit NayakDipak RamoliyaRajesh Patel","2021","http://link.springer.com/chapter/10.1007/978-981-16-0965-7_5","Chapter"
"Resource Allocation Method of Edge-Side Server Based on Two Types of Virtual Machines in Cloud and Edge Collaborative Computing Architecture","Edge Computing and IoT: Systems, Management and Security","","","","10.1007/978-3-030-73429-9_5","Junfeng ManLongqian ZhaoCheng PengQianqian Li","2021","http://link.springer.com/chapter/10.1007/978-3-030-73429-9_5","Chapter"
"Forecasting Electricity Consumption Using Weather Data in an Edge-Fog-Cloud Data Analytics Architecture","Advances on P2P, Parallel, Grid, Cloud and Internet Computing","","","","10.1007/978-3-030-61105-7_41","Juan C. Olivares-RojasEnrique Reyes-ArchundiaJosé A. Gutiérrez-GnecchiIsmael Molina-MorenoArturo Méndez-PatiñoJaime Cerda-Jacobo","2021","http://link.springer.com/chapter/10.1007/978-3-030-61105-7_41","Chapter"
"R-TNCES State Space Generation Using Ontology-Based Method on a Distributed Cloud-Based Architecture","Software Technologies","","","","10.1007/978-3-030-83007-6_3","Chams Eddine ChouchaMohamed Oussama Ben SalemMoahmed KhalguiLaid KahloulNaima Souad Ougouti","2021","http://link.springer.com/chapter/10.1007/978-3-030-83007-6_3","Chapter"
"CloudSim Exploration: A Knowledge Framework for Cloud Computing Researchers","Applied Soft Computing and Communication Networks","","","","10.1007/978-981-33-6173-7_8","Lakshmi SankaranSaleema Janardhanan Subramanian","2021","http://link.springer.com/chapter/10.1007/978-981-33-6173-7_8","Chapter"
"An Overlapping Architecture of Large-Size Wide-Body Aircraft Based on Cloud Sea Computing in 5G OGCE","Advances in Wireless Communications and Applications","","","","10.1007/978-981-15-5879-5_2","Zhi LüMingzhe YuanYi LüZhongfeng Wang","2021","http://link.springer.com/chapter/10.1007/978-981-15-5879-5_2","Chapter"
"Toward a Privacy Guard for Cloud-Based Home Assistants and IoT Devices","Mobile, Secure, and Programmable Networking","","","","10.1007/978-3-030-67550-9_12","Radja BoukharrouAhmed-Chawki ChaoucheKhaoula Mahdjar","2021","http://link.springer.com/chapter/10.1007/978-3-030-67550-9_12","Chapter"
"Evaluation Model of English Continuous Pronunciation Teaching Quality Based on Cloud Computing","e-Learning, e-Education, and Online Training","","","","10.1007/978-3-030-84386-1_29","Dan ZhaoGuang-min Jiang","2021","http://link.springer.com/chapter/10.1007/978-3-030-84386-1_29","Chapter"
"From Dew Over Cloud Towards the Rainbow","Intelligence in Big Data Technologies—Beyond the Hype","","","","10.1007/978-981-15-5285-4_1","Zorislav Šojat","2021","http://link.springer.com/chapter/10.1007/978-981-15-5285-4_1","Chapter"
"KnowCrawler: AI Classification Cloud-Driven Framework for Web Crawling Using Collective Knowledge","Artificial Intelligence Systems and the Internet of Things in the Digital Era","","","","10.1007/978-3-030-77246-8_35","N. KrishnanGerard Deepak","2021","http://link.springer.com/chapter/10.1007/978-3-030-77246-8_35","Chapter"
"QSens: QoS-Aware Sensor Node Selection in Sensor-Cloud Architecture","Progress in Advanced Computing and Intelligent Engineering","","","","10.1007/978-981-33-4299-6_44","Arijit RoySudip MisraAditya Kotasthane","2021","http://link.springer.com/chapter/10.1007/978-981-33-4299-6_44","Chapter"
"When Security Meets Velocity: Modeling Continuous Security for Cloud Applications using DevSecOps","Innovative Data Communication Technologies and Application","","","","10.1007/978-981-15-9651-3_36","Rakesh KumarRinkaj Goyal","2021","http://link.springer.com/chapter/10.1007/978-981-15-9651-3_36","Chapter"
"Enhancing Mist Assisted Cloud Computing Toward Secure and Scalable Architecture for Smart Healthcare","Advances in Communication and Computational Technology","","","","10.1007/978-981-15-5341-7_116","Arijit DuttaChinmaya MisraRabindra K. BarikSushruta Mishra","2021","http://link.springer.com/chapter/10.1007/978-981-15-5341-7_116","Chapter"
"Distributed Cloud Deep Learning Architecture for Complex Image Analysis and Run-time Prediction Tool","Proceedings of International Conference on Computational Intelligence, Data Science and Cloud Computing","","","","10.1007/978-981-33-4968-1_40","Shushant KumarEdwin ThomasAnmol HoroB. Annappa","2021","http://link.springer.com/chapter/10.1007/978-981-33-4968-1_40","Chapter"
"Optimization of Queries in Database of Cloud Computing","Data Intelligence and Cognitive Informatics","","","","10.1007/978-981-15-8530-2_25","Arvind DagurAnkit KaushikAdamya RastogiAmritpal SinghAshish KumarRahul Chaturvedi","2021","http://link.springer.com/chapter/10.1007/978-981-15-8530-2_25","Chapter"
"Tools and Services of the Cloud-Based Systems of Open Science Formation in the Process of Teachers’ Training and Professional Development","Digital Transformation","","","","10.1007/978-3-030-85893-3_8","Maiia V. Marienko","2021","http://link.springer.com/chapter/10.1007/978-3-030-85893-3_8","Chapter"
"Study of Bond-Agent-Based Resource Discovery in Cloud Computing","Proceedings of International Conference on Communication and Computational Technologies","","","","10.1007/978-981-15-5077-5_54","Vijindra RajendranPrabakaran Mani","2021","http://link.springer.com/chapter/10.1007/978-981-15-5077-5_54","Chapter"
"Harnessing Cloud Computing to Power Up HPC Applications: The BRICS CloudHPC Project","Computational Science and Its Applications – ICCSA 2021","","","","10.1007/978-3-030-87010-2_24","Jonatas A. MarquesZhongke WuXingce WangRuslan KuchumovVladimir KorkhovWeverton L. C. CordeiroPhilippe O. A. NavauxLuciano P. Gaspary","2021","http://link.springer.com/chapter/10.1007/978-3-030-87010-2_24","Chapter"
"DDoS Attack and Defense in SDN-Based Cloud","Ubiquitous Networking","","","","10.1007/978-3-030-86356-2_13","Safaa MahrachAbdelkrim Haqiq","2021","http://link.springer.com/chapter/10.1007/978-3-030-86356-2_13","Chapter"
"Cloud IoT Platform for Creating Intelligent Industrial Automation Systems","Integrated Computer Technologies in Mechanical Engineering - 2020","","","","10.1007/978-3-030-66717-7_5","Oleksandr ProkhorovYurii PronchakovValeriy Prokhorov","2021","http://link.springer.com/chapter/10.1007/978-3-030-66717-7_5","Chapter"
"A Cloud Based Knowledge Sharing System for Traditional Medicines","Recent Advances in Information and Communication Technology 2021","","","","10.1007/978-3-030-79757-7_29","Madiha NazTalha WaheedMuhammad AslamA. M. Martinez-Enriquez","2021","http://link.springer.com/chapter/10.1007/978-3-030-79757-7_29","Chapter"
"CRAWL: Cloud-Based Real-Time Interconnections of Agricultural Water Sources Using LoRa","Advances in Computing and Network Communications","","","","10.1007/978-981-33-6977-1_38","P. Sree HarshithaRaja VaraPrasadHrishikesh Venkataraman","2021","http://link.springer.com/chapter/10.1007/978-981-33-6977-1_38","Chapter"
"Research of College Online Teaching System Based on Cloud Computing","Application of Intelligent Systems in Multi-modal Information Analytics","","","","10.1007/978-3-030-51431-0_60","Chang LiuXiaoyu Ge","2021","http://link.springer.com/chapter/10.1007/978-3-030-51431-0_60","Chapter"
"IoT-Edge-Cloud Computing Framework for QoS-Aware Computation Offloading in Autonomous Mobile Agents: Modeling and Simulation","Mobile, Secure, and Programmable Networking","","","","10.1007/978-3-030-67550-9_11","Leila IsmailHuned Materwala","2021","http://link.springer.com/chapter/10.1007/978-3-030-67550-9_11","Chapter"
"Effective Utilization of Face Verification in Fog Computing on Cloud Architecture","Intelligence in Big Data Technologies—Beyond the Hype","","","","10.1007/978-981-15-5285-4_30","S. Princy Suganthi BaiD. Ponmary Pushpa LathaR. David Vinodh Kumar Paul","2021","http://link.springer.com/chapter/10.1007/978-981-15-5285-4_30","Chapter"
"Classification of Indian Classical Dance 3D Point Cloud Data Using Geometric Deep Learning","Computational Vision and Bio-Inspired Computing","","","","10.1007/978-981-33-6862-0_7","Ashwini Dayanand NaikM. Supriya","2021","http://link.springer.com/chapter/10.1007/978-981-33-6862-0_7","Chapter"
"A Blockchain Based Cloud Integrated IoT Architecture Using a Hybrid Design","Collaborative Computing: Networking, Applications and Worksharing","","","","10.1007/978-3-030-67540-0_36","Ch RupaGautam SrivastavaThippa Reddy GadekalluPraveen Kumar Reddy MaddikuntaSweta Bhattacharya","2021","http://link.springer.com/chapter/10.1007/978-3-030-67540-0_36","Chapter"
"A UAV-Swarm Control Platform Architecture Based on Cloud","Communications, Signal Processing, and Systems","","","","10.1007/978-981-15-8411-4_207","Li ZengZesheng ZhuXuzhou ShiYulei Liu","2021","http://link.springer.com/chapter/10.1007/978-981-15-8411-4_207","Chapter"
"Performance Analysis of SDN-Based Crowdsourcing Cloud Architecture","Applications of Advanced Computing in Systems","","","","10.1007/978-981-33-4862-2_13","Subhankar SenapatiSubham Kumar SoySutanu BhattacharyaC. MisraR. K. Barik","2021","http://link.springer.com/chapter/10.1007/978-981-33-4862-2_13","Chapter"
"Design and Optimization of Information Architecture of NGC Cloud Platform","Advances in Artificial Intelligence, Software and Systems Engineering","","","","10.1007/978-3-030-80624-8_54","Jinbo HuZhisheng ZhangZhijie Xia","2021","http://link.springer.com/chapter/10.1007/978-3-030-80624-8_54","Chapter"
"Trusted Orchestrator Architecture in Mobile Edge Cloud Computing","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-030-71906-7_10","Van Thanh Le","2021","http://link.springer.com/chapter/10.1007/978-3-030-71906-7_10","Chapter"
"A Cloud-Based Big Data Architecture for an Intelligent Green Truck","Advances in Mobility-as-a-Service Systems","","","","10.1007/978-3-030-61075-3_103","Nikos DimokasDimitris MargaritisManuel GaetaniAlfredo Favenza","2021","http://link.springer.com/chapter/10.1007/978-3-030-61075-3_103","Chapter"
"Semantic Web and Business Intelligence in Big-Data and Cloud Computing Era","Innovations in Smart Cities Applications Volume 4","","","","10.1007/978-3-030-66840-2_107","Adedoyin A. HussainFadi Al-TurjmanMelike Sah","2021","http://link.springer.com/chapter/10.1007/978-3-030-66840-2_107","Chapter"
"A Quick Survey of Security and Privacy Issues in Cloud and a Proposed Data-Centric Security Model for Data Security","Evolutionary Computing and Mobile Sustainable Networks","","","","10.1007/978-981-15-5258-8_41","Abraham Ekow DadzieShri Kant","2021","http://link.springer.com/chapter/10.1007/978-981-15-5258-8_41","Chapter"
"Cloud-Based Architecture Development to Share Vehicle and Traffic Information for Industry 4.0","Advances in Information and Communication Technology and Systems","","","","10.1007/978-3-030-58359-0_3","Serhat Bulut IbrahimHaci Ilhan","2021","http://link.springer.com/chapter/10.1007/978-3-030-58359-0_3","Chapter"
"Intelligent Negotiation Agent Architecture for SLA Negotiation Process in Cloud Computing","Proceedings of International Conference on Machine Intelligence and Data Science Applications","","","","10.1007/978-981-33-4087-9_62","Rishi KumarMohd Fadzil HassanMuhamad Hariz M. Adnan","2021","http://link.springer.com/chapter/10.1007/978-981-33-4087-9_62","Chapter"
"Multi-echelon Vehicle Routing Problem in Sensor-Cloud Architecture with Mobile Sinks","Security, Privacy, and Anonymity in Computation, Communication, and Storage","","","","10.1007/978-3-030-68884-4_20","Liang SongHaibin ChenHejiao HuangHongwei Du","2021","http://link.springer.com/chapter/10.1007/978-3-030-68884-4_20","Chapter"
"Hybrid Deep Neural Architecture for Detection of DDoS Attacks in Cloud Computing","Intelligent Systems, Technologies and Applications","","","","10.1007/978-981-16-0730-1_5","Aanshi BhardwajVeenu MangatRenu Vig","2021","http://link.springer.com/chapter/10.1007/978-981-16-0730-1_5","Chapter"
"Research on Security of Access Control for Cloud Computing Environment","Security, Privacy, and Anonymity in Computation, Communication, and Storage","","","","10.1007/978-3-030-68851-6_10","Zhengdong CuiFeng Xu","2021","http://link.springer.com/chapter/10.1007/978-3-030-68851-6_10","Chapter"
"Enterprise Management Simulation Training System Based on Cloud Information System Architecture","2021 International Conference on Applications and Techniques in Cyber Intelligence","","","","10.1007/978-3-030-79200-8_70","Wen-Jing Hu","2021","http://link.springer.com/chapter/10.1007/978-3-030-79200-8_70","Chapter"
"Desktop Grid and Cloud Computing: Short Survey","Supercomputing","","","","10.1007/978-3-030-92864-3_34","Evgeny Ivashko","2021","http://link.springer.com/chapter/10.1007/978-3-030-92864-3_34","Chapter"
"Cloud Computing and Edge Computing for Risk Modeling and Analysis of Urban Community","Application of Intelligent Systems in Multi-modal Information Analytics","","","","10.1007/978-3-030-74811-1_31","Xiao Li","2021","http://link.springer.com/chapter/10.1007/978-3-030-74811-1_31","Chapter"
"Cloud Computing for Enabling Big Data Analysis","Cloud Computing and Services Science","","","","10.1007/978-3-030-72369-9_4","Loris BelcastroFabrizio MarozzoDomenico TaliaPaolo Trunfio","2021","http://link.springer.com/chapter/10.1007/978-3-030-72369-9_4","Chapter"
"Context Based Searching in Cloud Data for Improved Precision of Search Results","Proceedings of Research and Applications in Artificial Intelligence","","","","10.1007/978-981-16-1543-6_26","Viji GopalVarghese Paul","2021","http://link.springer.com/chapter/10.1007/978-981-16-1543-6_26","Chapter"
"An Architecture for Blockchain-Based Cloud Banking","Intelligent Computing","","","","10.1007/978-3-030-80126-7_57","Thuat Do","2021","http://link.springer.com/chapter/10.1007/978-3-030-80126-7_57","Chapter"
"Top Threats to Cloud: A Three-Dimensional Model of Cloud Security Assurance","Computer Networks and Inventive Communication Technologies","","","","10.1007/978-981-15-9647-6_53","Rakesh KumarRinkaj Goyal","2021","http://link.springer.com/chapter/10.1007/978-981-15-9647-6_53","Chapter"
"Covid4HPC: A Fast and Accurate Solution for Covid Detection in the Cloud Using X-Rays","Applied Reconfigurable Computing. Architectures, Tools, and Applications","","","","10.1007/978-3-030-79025-7_25","Dimitrios DanopoulosChristoforos KachrisDimitrios Soudris","2021","http://link.springer.com/chapter/10.1007/978-3-030-79025-7_25","Chapter"
"Encoding Dual Semantic Knowledge for Text-Enhanced Cloud Services","Cloud Computing","","","","10.1007/978-3-030-69992-5_12","Shicheng CuiQianmu LiShu-Ching ChenJun HouHanrui ZhangShunmei Meng","2021","http://link.springer.com/chapter/10.1007/978-3-030-69992-5_12","Chapter"
"Exploring Self-attention Mechanism of Deep Learning in Cloud Intrusion Detection","Cloud Computing","","","","10.1007/978-3-030-69992-5_5","Chenmao LuHong-Ning DaiJunhao ZhouHao Wang","2021","http://link.springer.com/chapter/10.1007/978-3-030-69992-5_5","Chapter"
"Evaluation of Standard Models of Content Placement in Cloud-Based Content Delivery Network","Advances in Artificial Intelligence and Data Engineering","","","","10.1007/978-981-15-3514-7_108","Suman JayakumarS. PrakashC. B. Akki","2021","http://link.springer.com/chapter/10.1007/978-981-15-3514-7_108","Chapter"
"Cloud-Based Architecture and Algorithms for Monitoring and Control of an Automated Greenhouse Complex","Data Science and Intelligent Systems","","","","10.1007/978-3-030-90321-3_76","Olga KachanovaDmitriy Levonevskiy","2021","http://link.springer.com/chapter/10.1007/978-3-030-90321-3_76","Chapter"
"Architecture for Orchestrating Containers in Cloud Federations","Economics of Grids, Clouds, Systems, and Services","","","","10.1007/978-3-030-92916-9_6","Yodit GebrealifMohammed MubarkootJörn AltmannBernhard Egger","2021","http://link.springer.com/chapter/10.1007/978-3-030-92916-9_6","Chapter"
"Dynamic ICT Modeling for Handling Student Data Using Big Data Technology and Hybrid Cloud Computing","Computer Communication, Networking and IoT","","","","10.1007/978-981-16-0980-0_2","Harinder Pal SinghHarpreet SinghA. K. Paul","2021","http://link.springer.com/chapter/10.1007/978-981-16-0980-0_2","Chapter"
"An Intelligent Piano Teaching System and Method Based on Cloud Platform","Application of Big Data, Blockchain, and Internet of Things for Education Informatization","","","","10.1007/978-3-030-87900-6_48","Qian Guo","2021","http://link.springer.com/chapter/10.1007/978-3-030-87900-6_48","Chapter"
"Fuzzy TOPSIS-Based Cloud Model to Evaluate Cloud Computing Services","Advances in Mechanical Engineering","","","","10.1007/978-981-16-0942-8_4","Shahnawaz AhmadShabana MehfuzJaved Beg","2021","http://link.springer.com/chapter/10.1007/978-981-16-0942-8_4","Chapter"
