Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Neighborhood search-based job scheduling for IoT big data real-time processing in distributed edge-cloud computing environment","The Journal of Supercomputing","","77","2","10.1007/s11227-020-03343-6","Chunlin LiYiHan ZhangYoulong Luo","2021","http://link.springer.com/article/10.1007/s11227-020-03343-6","Article"
"A deep learning-based resource usage prediction model for resource provisioning in an autonomic cloud computing environment","Neural Computing and Applications","","","","10.1007/s00521-021-06665-5","Mahfoudh Saeed Al-AsalyMohamed A. BencherifAhmed AlsanadMohammad Mehedi Hassan","2021","http://link.springer.com/article/10.1007/s00521-021-06665-5","Article"
"Feature selection using cloud-based parallel genetic algorithm for intrusion detection data classification","Neural Computing and Applications","","33","18","10.1007/s00521-021-05871-5","Dželila MehanovićDino KečoJasmin KevrićSamed JukićAdnan MiljkovićZerina Mašetić","2021","http://link.springer.com/article/10.1007/s00521-021-05871-5","Article"
"A flexible fine-grained dynamic access control approach for cloud computing environment","Cluster Computing","","24","2","10.1007/s10586-020-03196-x","Saima MehrajM. Tariq Banday","2021","http://link.springer.com/article/10.1007/s10586-020-03196-x","Article"
"A comparative analysis of prominently used MCDM methods in cloud environment","The Journal of Supercomputing","","77","4","10.1007/s11227-020-03393-w","NeerajMajor Singh GorayaDamanpreet Singh","2021","http://link.springer.com/article/10.1007/s11227-020-03393-w","Article"
"Cloud feasibility and adoption strategy for the INDIAN school education system","Education and Information Technologies","","26","2","10.1007/s10639-020-10352-8","Jewan SinghVibhakar MansotraShabir Ahmad MirShahzada Parveen","2021","http://link.springer.com/article/10.1007/s10639-020-10352-8","Article"
"A CSO-based approach for secure data replication in cloud computing environment","The Journal of Supercomputing","","77","6","10.1007/s11227-020-03497-3","N. MansouriM. M. JavidiB. Mohammad Hasani Zade","2021","http://link.springer.com/article/10.1007/s11227-020-03497-3","Article"
"Optimal multilevel media stream caching in cloud-edge environment","The Journal of Supercomputing","","77","9","10.1007/s11227-021-03683-x","Hengliang TangChunlin LiYihan ZhangYoulong Luo","2021","http://link.springer.com/article/10.1007/s11227-021-03683-x","Article"
"Mathematical Modeling of the Evolution of Cloud Drops with the Influence of the Fractality of the Cloud Environment","Journal of Mathematical Sciences","","253","4","10.1007/s10958-021-05249-x","T. S. Kumykov","2021","http://link.springer.com/article/10.1007/s10958-021-05249-x","Article"
"Parallelization of spherical discontinuous deformation analysis (SDDA) for geotechnical problems based on cloud computing environment","Science China Technological Sciences","","64","9","10.1007/s11431-020-1768-3","Yu-Yong JiaoZeYang WuFei ZhengQiang ZhaoLong WangGang-Hai HuangFei Tan","2021","http://link.springer.com/article/10.1007/s11431-020-1768-3","Article"
"Prioritized Energy Efficient Task Scheduling Algorithm in Cloud Computing Using Whale Optimization Algorithm","Wireless Personal Communications","","","","10.1007/s11277-021-09018-6","Sudheer MangalampalliSangram Keshari SwainVamsi Krishna Mangalampalli","2021","http://link.springer.com/article/10.1007/s11277-021-09018-6","Article"
"Distributed query optimization strategies for cloud environment","Journal of Data, Information and Management","","3","4","10.1007/s42488-021-00057-z","Mostafa R. KasebSamar Sh. HaytamyRasha M. badry","2021","http://link.springer.com/article/10.1007/s42488-021-00057-z","Article"
"System Design of Cloud Search Engine Based on Rich Text Content","Mobile Networks and Applications","","26","1","10.1007/s11036-020-01676-3","Hao-peng ChanLiang XuHui-hui LiuRun-tian ZhangArun Kumar Sangaiah","2021","http://link.springer.com/article/10.1007/s11036-020-01676-3","Article"
"OG-RADL: overall performance-based resource-aware dynamic load-balancer for deadline constrained Cloud tasks","The Journal of Supercomputing","","77","7","10.1007/s11227-020-03544-z","Said NabiMasroor Ahmed","2021","http://link.springer.com/article/10.1007/s11227-020-03544-z","Article"
"A novel cloud management framework for trust establishment and evaluation in a federated cloud environment","The Journal of Supercomputing","","77","11","10.1007/s11227-021-03775-8","Rabia LatifSyeda Hadia AfzaalSeemab Latif","2021","http://link.springer.com/article/10.1007/s11227-021-03775-8","Article"
"An analysis of product strategy in cloud transition considering SaaS customization","Information Systems and e-Business Management","","19","1","10.1007/s10257-020-00499-9","Zhongdong XiaoWenjun ShuAbigail Osei Owusu","2021","http://link.springer.com/article/10.1007/s10257-020-00499-9","Article"
"Cloud-based physiological sound-controlled intelligent music and blood-pressure control system for assisting family caregivers of dementia patients","Multimedia Tools and Applications","","80","3","10.1007/s11042-020-09931-1","Mei-Jing LyuShyan-Ming Yuan","2021","http://link.springer.com/article/10.1007/s11042-020-09931-1","Article"
"Cloud automatic mechanical equipment based on D–T fuzzy control and internet of things","International Journal of System Assurance Engineering and Management","","","","10.1007/s13198-021-01525-w","Jie YaoFeng Wu","2021","http://link.springer.com/article/10.1007/s13198-021-01525-w","Article"
"Real-time prediction of intradialytic relative blood volume: a proof-of-concept for integrated cloud computing infrastructure","BMC Nephrology","","22","1","10.1186/s12882-021-02481-0","Sheetal ChaudhuriHao HanCaitlin MonaghanJohn LarkinPeter WaguespackBrian ShulmanZuwen KuangSrikanth BellamkondaJane BrzozowskiJeffrey HymesMike BlackPeter KotankoJeroen P. KoomanFranklin W. MadduxLen Usvyat","2021","http://link.springer.com/article/10.1186/s12882-021-02481-0","Article"
"Susceptible data classification and security reassurance in cloud-IoT based computing environment","Sādhanā","","46","4","10.1007/s12046-021-01740-y","Soumya RayKamta Nath MishraSandip Dutta","2021","http://link.springer.com/article/10.1007/s12046-021-01740-y","Article"
"Energy-makespan optimization of workflow scheduling in fog–cloud computing","Computing","","103","9","10.1007/s00607-021-00930-0","Samia IjazEhsan Ullah MunirSaima Gulzar AhmadM. Mustafa RafiqueOmer F. Rana","2021","http://link.springer.com/article/10.1007/s00607-021-00930-0","Article"
"Meta-heuristic Approaches for Effective Scheduling in Infrastructure as a Service Cloud: A Systematic Review","Journal of Network and Systems Management","","29","2","10.1007/s10922-020-09577-2","J. Kok KonjaangLina Xu","2021","http://link.springer.com/article/10.1007/s10922-020-09577-2","Article"
"An efficient comparison of two indexing-based deep learning models for the formation of a web-application based IoT-cloud network","Journal of Ambient Intelligence and Humanized Computing","","12","7","10.1007/s12652-020-02500-2","S. BhardwajG. PandoveP. K. Dahiya","2021","http://link.springer.com/article/10.1007/s12652-020-02500-2","Article"
"Deep learning based energy efficient novel scheduling algorithms for body-fog-cloud in smart hospital","Journal of Ambient Intelligence and Humanized Computing","","12","7","10.1007/s12652-020-02421-0","S. AmudhaM. Murali","2021","http://link.springer.com/article/10.1007/s12652-020-02421-0","Article"
"Analytics on real time security attacks in healthcare, retail and banking applications in the cloud","Evolutionary Intelligence","","14","2","10.1007/s12065-019-00337-z","K. PadmajaR. Seshadri","2021","http://link.springer.com/article/10.1007/s12065-019-00337-z","Article"
"The importance of nature-inspired meta-heuristic algorithms for solving virtual machine consolidation problem in cloud environments","Cluster Computing","","24","3","10.1007/s10586-021-03294-4","Behrouz PourgheblehAmir Aghaei AnvighAmir Reza RamtinBehnaz Mohammadi","2021","http://link.springer.com/article/10.1007/s10586-021-03294-4","Article"
"Bi-objective scheduling algorithm for scientific workflows on cloud computing platform with makespan and monetary cost minimization approach","Complex & Intelligent Systems","","","","10.1007/s40747-021-00528-1","Mirsaeid Hosseini ShirvaniReza Noorian Talouki","2021","http://link.springer.com/article/10.1007/s40747-021-00528-1","Article"
"A Secure Access Control Framework for Cloud Management","Mobile Networks and Applications","","","","10.1007/s11036-021-01839-w","Jiawei ZhangNing LuJianfeng MaRuixiao WangWenbo Shi","2021","http://link.springer.com/article/10.1007/s11036-021-01839-w","Article"
"An improved security and privacy management system for data in multi-cloud environments using a hybrid approach","Evolutionary Intelligence","","14","2","10.1007/s12065-020-00555-w","Sunitha PachalaCh. RupaL. Sumalatha","2021","http://link.springer.com/article/10.1007/s12065-020-00555-w","Article"
"Cloud-Based Data Offloading for Multi-focus and Multi-views Image Fusion in Mobile Applications","Mobile Networks and Applications","","26","2","10.1007/s11036-019-01326-3","Yiqi ShiJianguo SunDuo LiuLiang KouBoquan LiQing YangLiguo Zhang","2021","http://link.springer.com/article/10.1007/s11036-019-01326-3","Article"
"PSO-RDAL: particle swarm optimization-based resource- and deadline-aware dynamic load balancer for deadline constrained cloud tasks","The Journal of Supercomputing","","","","10.1007/s11227-021-04062-2","Said NabiMasroor Ahmed","2021","http://link.springer.com/article/10.1007/s11227-021-04062-2","Article"
"Severity: a QoS-aware approach to cloud application elasticity","Journal of Cloud Computing","","10","1","10.1186/s13677-021-00255-5","Andreas TsagkaropoulosYiannis VerginadisNikos PapageorgiouFotis ParaskevopoulosDimitris ApostolouGregoris Mentzas","2021","http://link.springer.com/article/10.1186/s13677-021-00255-5","Article"
"Using a task dependency job-scheduling method to make energy savings in a cloud computing environment","The Journal of Supercomputing","","","","10.1007/s11227-021-04035-5","Rongli ChenXiaozhong ChenCairu Yang","2021","http://link.springer.com/article/10.1007/s11227-021-04035-5","Article"
"Managing overloaded hosts for energy-efficiency in cloud data centers","Cluster Computing","","24","3","10.1007/s10586-020-03182-3","Rahul YadavWeizhe ZhangKeqin LiChuanyi LiuAsif Ali Laghari","2021","http://link.springer.com/article/10.1007/s10586-020-03182-3","Article"
"A machine learning-assisted data aggregation and offloading system for cloud–IoT communication","Peer-to-Peer Networking and Applications","","14","4","10.1007/s12083-020-01014-0","Osama Alfarraj","2021","http://link.springer.com/article/10.1007/s12083-020-01014-0","Article"
"Resource provisioning using workload clustering in cloud computing environment: a hybrid approach","Cluster Computing","","24","1","10.1007/s10586-020-03107-0","Ali ShahidinejadMostafa Ghobaei-AraniMohammad Masdari","2021","http://link.springer.com/article/10.1007/s10586-020-03107-0","Article"
"Cost-efficient mobility offloading and task scheduling for microservices IoVT applications in container-based fog cloud network","Cluster Computing","","","","10.1007/s10586-021-03333-0","Abdullah LakhanMuhammad Suleman MemonQurat-ul-ain MastoiMohamed ElhosenyMazin Abed MohammedMumtaz QabulioMohamed Abdel-Basset","2021","http://link.springer.com/article/10.1007/s10586-021-03333-0","Article"
"Security-SLA-guaranteed service function chain deployment in cloud-fog computing networks","Cluster Computing","","24","3","10.1007/s10586-021-03278-4","Dongcheng ZhaoLong LuoHongfang YuVictor ChangRajkumar BuyyaGang Sun","2021","http://link.springer.com/article/10.1007/s10586-021-03278-4","Article"
"A novel approach for IoT tasks offloading in edge-cloud environments","Journal of Cloud Computing","","10","1","10.1186/s13677-021-00243-9","Jaber AlmutairiMohammad Aldossary","2021","http://link.springer.com/article/10.1186/s13677-021-00243-9","Article"
"Autoscaling tiered cloud storage in Anna","The VLDB Journal","","30","1","10.1007/s00778-020-00632-7","Chenggang WuVikram SreekantiJoseph M. Hellerstein","2021","http://link.springer.com/article/10.1007/s00778-020-00632-7","Article"
"Designing a Multi-party Collaborator of Explicit Units of the Blockchain to Mitigate the Security Attacks on the Data Migration from Cloud to Cloud","Wireless Personal Communications","","121","4","10.1007/s11277-021-08873-7","M. G. ArunaK. G. Mohan","2021","http://link.springer.com/article/10.1007/s11277-021-08873-7","Article"
"To cloud or not to cloud: an on-line scheduler for dynamic privacy-protection of deep learning workload on edge devices","CCF Transactions on High Performance Computing","","3","1","10.1007/s42514-020-00052-7","Yibin TangYing WangHuawei LiXiaowei Li","2021","http://link.springer.com/article/10.1007/s42514-020-00052-7","Article"
"$$\hbox {CDBTune}^{+}$$
              
                
                  CDBTune
                  +
                
              
            : An efficient deep reinforcement learning-based automatic cloud database tuning system","The VLDB Journal","","30","6","10.1007/s00778-021-00670-9","Ji ZhangKe ZhouGuoliang LiYu LiuMing XieBin ChengJiashu Xing","2021","http://link.springer.com/article/10.1007/s00778-021-00670-9","Article"
"Water eutrophication evaluation based on multidimensional trapezoidal cloud model","Soft Computing","","25","4","10.1007/s00500-020-05343-3","Jiabin YuZhe ShenZhiyao ZhaoXiaoyi WangJiping XuQian SunLi WangGuandong Liu","2021","http://link.springer.com/article/10.1007/s00500-020-05343-3","Article"
"An overview of cloud computing in SMEs","Journal of Global Entrepreneurship Research","","","","10.1007/s40497-021-00273-2","Jayalaxmi P ShettyRajesh Panda","2021","http://link.springer.com/article/10.1007/s40497-021-00273-2","Article"
"Apply machine learning techniques to detect malicious network traffic in cloud computing","Journal of Big Data","","8","1","10.1186/s40537-021-00475-1","Amirah AlshammariAbdulaziz Aldribi","2021","http://link.springer.com/article/10.1186/s40537-021-00475-1","Article"
"LatticeNet: fast spatio-temporal point cloud segmentation using permutohedral lattices","Autonomous Robots","","","","10.1007/s10514-021-09998-1","Radu Alexandru RosuPeer SchüttJan QuenzelSven Behnke","2021","http://link.springer.com/article/10.1007/s10514-021-09998-1","Article"
"Cloud FEA of hot stamping processes using a software agnostic platform","The International Journal of Advanced Manufacturing Technology","","112","11 - 12","10.1007/s00170-020-06533-x","Mingqing ZhuYixian C. LimZhaoheng CaiXiaochuan LiuSaksham DhawanJun LiuDenis J. Politis","2021","http://link.springer.com/article/10.1007/s00170-020-06533-x","Article"
"Resource scheduling of concurrency based applications in IoT based cloud environment","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-021-03545-7","Rajni AronDeepak. K. Aggarwal","2021","http://link.springer.com/article/10.1007/s12652-021-03545-7","Article"
"Autonomic task scheduling algorithm for dynamic workloads through a load balancing technique for the cloud-computing environment","Cluster Computing","","24","2","10.1007/s10586-020-03177-0","Fatemeh EbadifardSeyed Morteza Babamir","2021","http://link.springer.com/article/10.1007/s10586-020-03177-0","Article"
"An Efficient Privacy-Preserving ID Centric Authentication in IoT Based Cloud Servers for Sustainable Smart Cities","Wireless Personal Communications","","117","4","10.1007/s11277-020-07979-8","Ajay KumarKumar AbhishekXuan LiuAnandakumar Haldorai","2021","http://link.springer.com/article/10.1007/s11277-020-07979-8","Article"
"IoT-Fog-Cloud model for anomaly detection using improved Naïve Bayes and principal component analysis","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-020-02723-3","S. Manimurugan","2021","http://link.springer.com/article/10.1007/s12652-020-02723-3","Article"
"Comparative evaluation of task priorities for processing and bandwidth capacities-based workflow scheduling for cloud environment","The Journal of Supercomputing","","","","10.1007/s11227-021-03979-y","Emmanuel BugingoZheng WeiZhang Defu","2021","http://link.springer.com/article/10.1007/s11227-021-03979-y","Article"
"A novel multiclass priority algorithm for task scheduling in cloud computing","The Journal of Supercomputing","","77","10","10.1007/s11227-021-03741-4","Hicham Ben AllaSaid Ben AllaAbdellah EzzatiAbdellah Touhafi","2021","http://link.springer.com/article/10.1007/s11227-021-03741-4","Article"
"Network Emulation as a Service (NEaaS): Towards a Cloud-Based Network Emulation Platform","Mobile Networks and Applications","","26","2","10.1007/s11036-019-01426-0","Junyu LaiJiaqi TianKe ZhangZheng YangDingde Jiang","2021","http://link.springer.com/article/10.1007/s11036-019-01426-0","Article"
"Dynamic secure and automated infrastructure for private cloud data center","Annals of Operations Research","","","","10.1007/s10479-021-04442-0","R. DhayaR. KanthavelKanagaraj Venusamy","2021","http://link.springer.com/article/10.1007/s10479-021-04442-0","Article"
"Publish/Subscribe-Based P2P-Cloud of Underutilized Computing Resources for Providing Computation-as-a-Service","Proceedings of the National Academy of Sciences, India Section A: Physical Sciences","","91","2","10.1007/s40010-020-00662-4","Shashwati BanerjeaMayank PandeyM. M. GoreAshish Kumar","2021","http://link.springer.com/article/10.1007/s40010-020-00662-4","Article"
"Layers Based Optimal Privacy Preservation of the On-premise Data Supported by the Dual Authentication and Lightweight on Fly Encryption in Cloud Ecosystem","Wireless Personal Communications","","121","3","10.1007/s11277-021-08681-z","N. P. Hemanth KumarS. Prabhudeva","2021","http://link.springer.com/article/10.1007/s11277-021-08681-z","Article"
"An optimized human resource management model for cloud-edge computing in the internet of things","Cluster Computing","","","","10.1007/s10586-021-03319-y","Yishu LiuWenjie ZhangQi ZhangMonire Norouzi","2021","http://link.springer.com/article/10.1007/s10586-021-03319-y","Article"
"Future cloud: spherical processors for realizing low-cost upgrade in underwater data centers","The Journal of Supercomputing","","77","7","10.1007/s11227-020-03571-w","A. A. PeriolaO. A. OsanaiyeA. T. Olusesi","2021","http://link.springer.com/article/10.1007/s11227-020-03571-w","Article"
"Novel framework based on deep learning and cloud analytics for smart patient monitoring and recommendation (SPMR)","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-020-02790-6","Anand MotwaniPiyush Kumar ShuklaMahesh Pawar","2021","http://link.springer.com/article/10.1007/s12652-020-02790-6","Article"
"An effective meta-heuristic based multi-objective hybrid optimization method for workflow scheduling in cloud computing environment","Cluster Computing","","24","3","10.1007/s10586-021-03269-5","Jabir Kakkottakath Valappil ThekkepuryilDavid Peter SuseelanPreetha Mathew Keerikkattil","2021","http://link.springer.com/article/10.1007/s10586-021-03269-5","Article"
"EBGO: an optimal load balancing algorithm, a solution for existing tribulation to balance the load efficiently on cloud servers","Multimedia Tools and Applications","","","","10.1007/s11042-021-11012-w","Prasad VelpulaRajendra Pamula","2021","http://link.springer.com/article/10.1007/s11042-021-11012-w","Article"
"Adaptive virtual machine migration based on performance-to-power ratio in fog-enabled cloud data centers","The Journal of Supercomputing","","77","10","10.1007/s11227-021-03753-0","Mustafa I. KhaleelMichelle M. Zhu","2021","http://link.springer.com/article/10.1007/s11227-021-03753-0","Article"
"Deep learning-based key transmission (DLKT) protocol for secured group communication in cloud","Soft Computing","","25","16","10.1007/s00500-021-05959-z","N. RajkumarE. Kannan","2021","http://link.springer.com/article/10.1007/s00500-021-05959-z","Article"
"Service-oriented replication strategies for improving quality-of-service in cloud computing: a survey","Cluster Computing","","24","1","10.1007/s10586-020-03108-z","Sarra SlimaniTarek HamrouniFaouzi Ben Charrada","2021","http://link.springer.com/article/10.1007/s10586-020-03108-z","Article"
"Cloud services description ontology used for service selection","Service Oriented Computing and Applications","","","","10.1007/s11761-021-00328-y","Hajer NabliRaoudha Ben DjemaaIkram Amous Ben Amor","2021","http://link.springer.com/article/10.1007/s11761-021-00328-y","Article"
"S-MPEC: Sparse Matrix Multiplication Performance Estimator on a Cloud Environment","Cluster Computing","","","","10.1007/s10586-021-03287-3","Jueon ParkKyungyong Lee","2021","http://link.springer.com/article/10.1007/s10586-021-03287-3","Article"
"Optimal machine placement based on improved genetic algorithm in cloud computing","The Journal of Supercomputing","","","","10.1007/s11227-021-03953-8","Jiawei LuWei ZhaoHaotian ZhuJie LiZhenbo ChengGang Xiao","2021","http://link.springer.com/article/10.1007/s11227-021-03953-8","Article"
"Efficient optimal resource allocation for profit maximization in software defined network approach to improve quality of service in cloud environments","Journal of Ambient Intelligence and Humanized Computing","","12","6","10.1007/s12652-020-02192-8","R. DivyaV. E. Jayanthi","2021","http://link.springer.com/article/10.1007/s12652-020-02192-8","Article"
"Remote patient monitoring and classifying using the internet of things platform combined with cloud computing","Journal of Big Data","","8","1","10.1186/s40537-021-00507-w","Somayeh IranpakAsadollah ShahbahramiHassan Shakeri","2021","http://link.springer.com/article/10.1186/s40537-021-00507-w","Article"
"Availability and reliability analysis of cloud computing under economic denial of sustainability (EDoS) attack: a semi-Markov approach","Cluster Computing","","24","3","10.1007/s10586-021-03257-9","K. C. LalropuiaVandana Khaitan (nee Gupta)","2021","http://link.springer.com/article/10.1007/s10586-021-03257-9","Article"
"Role based access control using identity and broadcast based encryption for securing cloud data","Journal of Computer Virology and Hacking Techniques","","","","10.1007/s11416-021-00402-1","Urvashi Rahul SaxenaTaj Alam","2021","http://link.springer.com/article/10.1007/s11416-021-00402-1","Article"
"Best features based intrusion detection system by RBM model for detecting DDoS in cloud environment","Journal of Ambient Intelligence and Humanized Computing","","12","3","10.1007/s12652-019-01611-9","M. MayuranathanM. MuruganV. Dhanakoti","2021","http://link.springer.com/article/10.1007/s12652-019-01611-9","Article"
"Improved Artificial Bee Colony Using Monarchy Butterfly Optimization Algorithm for Load Balancing (IABC-MBOA-LB) in Cloud Environments","Journal of Network and Systems Management","","29","4","10.1007/s10922-021-09602-y","Sengathir JanakiramanM. Deva Priya","2021","http://link.springer.com/article/10.1007/s10922-021-09602-y","Article"
"Privacy-preserving for the internet of things in multi-objective task scheduling in cloud-fog computing using goal programming approach","Peer-to-Peer Networking and Applications","","14","6","10.1007/s12083-021-01222-2","Abbas NajafizadehAfshin SalajeghehAmir Masoud RahmaniAmir Sahafi","2021","http://link.springer.com/article/10.1007/s12083-021-01222-2","Article"
"A Novel Feature Extraction Model for Large-Scale Workload Prediction in Cloud Environment","SN Computer Science","","2","5","10.1007/s42979-021-00730-5","S. R. ShishiraA. Kandasamy","2021","http://link.springer.com/article/10.1007/s42979-021-00730-5","Article"
"Apollo: Rapidly Picking the Optimal Cloud Configurations for Big Data Analytics Using a Data-Driven Approach","Journal of Computer Science and Technology","","36","5","10.1007/s11390-021-0232-4","Yue-Wen WuYuan-Jia XuHeng WuLin-Gang SuWen-Bo ZhangHua Zhong","2021","http://link.springer.com/article/10.1007/s11390-021-0232-4","Article"
"An Enhanced Green Cloud Based Queue Management (GCQM) System to Optimize Energy Consumption in Mobile Edge Computing","Wireless Personal Communications","","117","4","10.1007/s11277-021-08084-0","R. GopiS. T. SuganthiR. RajadeviP. JohnpaulNebojsa BacaninS. Kannimuthu","2021","http://link.springer.com/article/10.1007/s11277-021-08084-0","Article"
"Personal identifiable information privacy model for securing of users’ attributes transmitted to a federated cloud environment","International Journal of Information Technology","","","","10.1007/s41870-021-00750-7","Maria AburSahalu JunaiduAfolayan Obiniyi","2021","http://link.springer.com/article/10.1007/s41870-021-00750-7","Article"
"Green building performance assessment in China using a cloud model","Environment, Development and Sustainability","","","","10.1007/s10668-021-01926-8","Xiao-Juan LiChen WangWei-bin ChenShilpi BoraJeffrey Boon Hui YapBimenyimana Samuel","2021","http://link.springer.com/article/10.1007/s10668-021-01926-8","Article"
"Cloud-Based Zero Trust Access Control Policy: An Approach to Support Work-From-Home Driven by COVID-19 Pandemic","New Generation Computing","","39","3 - 4","10.1007/s00354-021-00130-6","Sudakshina MandalDanish Ali KhanSarika Jain","2021","http://link.springer.com/article/10.1007/s00354-021-00130-6","Article"
"Weakly-Supervised Single-view Dense 3D Point Cloud Reconstruction via Differentiable Renderer","Chinese Journal of Mechanical Engineering","","34","1","10.1186/s10033-021-00615-x","Peng JinShaoli LiuJianhua LiuHao HuangLinlin YangMichael WeinmannReinhard Klein","2021","http://link.springer.com/article/10.1186/s10033-021-00615-x","Article"
"Weighted double deep Q-network based reinforcement learning for bi-objective multi-workflow scheduling in the cloud","Cluster Computing","","","","10.1007/s10586-021-03454-6","Huifang LiJianghang HuangBinyang WangYushun Fan","2021","http://link.springer.com/article/10.1007/s10586-021-03454-6","Article"
"Chaotic Simulator for Bilevel Optimization of Virtual Machine Placements in Cloud Computing","Journal of the Operations Research Society of China","","","","10.1007/s40305-020-00326-5","Timothy GanesanPandian VasantIgor Litvinchev","2021","http://link.springer.com/article/10.1007/s40305-020-00326-5","Article"
"Energy-Efficient Delay-Aware Task Offloading in Fog-Cloud Computing System for IoT Sensor Applications","Journal of Network and Systems Management","","30","1","10.1007/s10922-021-09622-8","Parvinder SinghRajeshwar Singh","2021","http://link.springer.com/article/10.1007/s10922-021-09622-8","Article"
"A Novel Method to Detect and Prevent SQLIA Using Ontology to Cloud Web Security","Wireless Personal Communications","","117","4","10.1007/s11277-020-07243-z","K. Naveen DuraiR. SubhaAnandakumar Haldorai","2021","http://link.springer.com/article/10.1007/s11277-020-07243-z","Article"
"An intelligent cloud computing of trunk logistics alliance based on blockchain and big data","The Journal of Supercomputing","","77","12","10.1007/s11227-021-03800-w","Deqian FuShunbo HuLintao ZhangShuqing HeJianlong Qiu","2021","http://link.springer.com/article/10.1007/s11227-021-03800-w","Article"
"Immersive online biometric authentication algorithm for online guiding based on face recognition and cloud-based mobile edge computing","Distributed and Parallel Databases","","","","10.1007/s10619-021-07351-0","Peng Su","2021","http://link.springer.com/article/10.1007/s10619-021-07351-0","Article"
"GridNet: efficiently learning deep hierarchical representation for 3D point cloud understanding","Frontiers of Computer Science","","16","1","10.1007/s11704-020-9521-2","Huiqun WangDi HuangYunhong Wang","2021","http://link.springer.com/article/10.1007/s11704-020-9521-2","Article"
"A Study of Costs and Benefits of Content Sharing in Personal Cloud Storage","Journal of Network and Systems Management","","29","3","10.1007/s10922-021-09598-5","Glauber Dias GonçalvesIdilio DragoAlex Borges VieiraAna Paula Couto da SilvaJussara Marques de Almeida","2021","http://link.springer.com/article/10.1007/s10922-021-09598-5","Article"
"An energy-efficient big data workflow scheduling algorithm under budget constraints for heterogeneous cloud environment","The Journal of Supercomputing","","77","10","10.1007/s11227-021-03733-4","Wakar AhmadBashir AlamAman Atman","2021","http://link.springer.com/article/10.1007/s11227-021-03733-4","Article"
"P2BED-C: A Novel Peer to Peer Load Balancing and Energy Efficient Technique for Data-Centers Over Cloud","Wireless Personal Communications","","","","10.1007/s11277-021-09133-4","Krishan Kumar","2021","http://link.springer.com/article/10.1007/s11277-021-09133-4","Article"
"Defense mechanisms against DDoS attack based on entropy in SDN-cloud using POX controller","Telecommunication Systems","","77","1","10.1007/s11235-020-00747-w","Anupama MishraNeena GuptaB. B. Gupta","2021","http://link.springer.com/article/10.1007/s11235-020-00747-w","Article"
"A3C: Access Appropriate Analogous Computing for Cloud-Assisted Edge Users","Arabian Journal for Science and Engineering","","","","10.1007/s13369-021-05611-w","Alaa Omran Almagrabi","2021","http://link.springer.com/article/10.1007/s13369-021-05611-w","Article"
"Janus: a framework to boost HPC applications in the cloud based on SDN path provisioning","Cluster Computing","","","","10.1007/s10586-021-03470-6","Guilherme R. PrettoBruno L. DalmazoJonatas A. MarquesZhongke WuXingce WangVladimir KorkhovPhilippe O. A. NavauxLuciano P. Gaspary","2021","http://link.springer.com/article/10.1007/s10586-021-03470-6","Article"
"Prediction of resource contention in cloud using second order Markov model","Computing","","103","10","10.1007/s00607-021-00967-1","K SuryaV. Mary Anita Rajam","2021","http://link.springer.com/article/10.1007/s00607-021-00967-1","Article"
"Novel trust-aware intrusion detection and prevention system for 5G MANET–Cloud","International Journal of Information Security","","","","10.1007/s10207-020-00531-6","Saleh A. Alghamdi","2021","http://link.springer.com/article/10.1007/s10207-020-00531-6","Article"
"CP-PGWO: multi-objective workflow scheduling for cloud computing using critical path","Cluster Computing","","24","4","10.1007/s10586-021-03351-y","Saeed DoostaliSeyed Morteza BabamirMaryam Eini","2021","http://link.springer.com/article/10.1007/s10586-021-03351-y","Article"
"Industrial-IoT-hardware security-improvement using plan load optimization method in cloud","International Journal of System Assurance Engineering and Management","","","","10.1007/s13198-021-01184-x","Shakila BasheerMagesh GopuRincy Merlin MathewMaryam Aysha BiviM. Prabu","2021","http://link.springer.com/article/10.1007/s13198-021-01184-x","Article"
"Machine learning with digital forensics for attack classification in cloud network environment","International Journal of System Assurance Engineering and Management","","","","10.1007/s13198-021-01323-4","Shaweta SachdevaAleem Ali","2021","http://link.springer.com/article/10.1007/s13198-021-01323-4","Article"
"An efficient management scheme of blockchain-based cloud user information using probabilistic weighting","The Journal of Supercomputing","","77","4","10.1007/s11227-020-03396-7","Yoon-Su JeongByeong-Tae Ahn","2021","http://link.springer.com/article/10.1007/s11227-020-03396-7","Article"
"Integrative optimization with Qos using multi-level security in medical cloud","Journal of Ambient Intelligence and Humanized Computing","","12","7","10.1007/s12652-020-02337-9","Vinothkumar JaikumarK. Venkatachalapathy","2021","http://link.springer.com/article/10.1007/s12652-020-02337-9","Article"
"Role of BIC (Big Data, IoT, and Cloud) for Smart Cities","Arabian Journal for Science and Engineering","","","","10.1007/s13369-021-05888-x","Ning ChaiChun MaoMinjie RenWenwen ZhangParthasarathy PoovendranP. Balamurugan","2021","http://link.springer.com/article/10.1007/s13369-021-05888-x","Article"
