Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Availability evaluation of system service hosted in private cloud computing through hierarchical modeling process","The Journal of Supercomputing","","","","10.1007/s11227-021-04217-1","Danilo ClementePaulo PereiraJamilson DantasPaulo Maciel","2022","http://link.springer.com/article/10.1007/s11227-021-04217-1","Article"
"Cloud-Native Microservices with Apache Pulsar","","","","","10.1007/978-1-4842-7839-0","Rahul SharmaMohammad Atyab","2022","http://link.springer.com/book/10.1007/978-1-4842-7839-0","Book"
"Modernize Monolithic Applications to Cloud Native","Cloud Native Architecture and Design","","","","10.1007/978-1-4842-7226-8_10","Shivakumar R Goniwada","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7226-8_10","Chapter"
"Enterprise Cloud Native Software Engineering","Cloud Native Architecture and Design","","","","10.1007/978-1-4842-7226-8_13","Shivakumar R Goniwada","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7226-8_13","Chapter"
"Cloud Native Architecture Principles","Cloud Native Architecture and Design","","","","10.1007/978-1-4842-7226-8_3","Shivakumar R Goniwada","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7226-8_3","Chapter"
"An architecture supervisor scheme toward performance differentiation and optimization in cloud systems","The Journal of Supercomputing","","78","1","10.1007/s11227-021-03846-w","Nafiseh Fareghzadeh","2022","http://link.springer.com/article/10.1007/s11227-021-03846-w","Article"
"Energy efficiency in cloud computing data center: a survey on hardware technologies","Cluster Computing","","25","1","10.1007/s10586-021-03431-z","Avita KatalSusheela DahiyaTanupriya Choudhury","2022","http://link.springer.com/article/10.1007/s10586-021-03431-z","Article"
"Introduction to Cloud Native Architecture","Cloud Native Architecture and Design","","","","10.1007/978-1-4842-7226-8_1","Shivakumar R Goniwada","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7226-8_1","Chapter"
"Cloud Native Data Architecture","Cloud Native Architecture and Design","","","","10.1007/978-1-4842-7226-8_8","Shivakumar R Goniwada","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7226-8_8","Chapter"
"Software architecture for IoT-based health-care systems with cloud/fog service model","Cluster Computing","","25","1","10.1007/s10586-021-03375-4","Masoumeh HajvaliSahar AdabiAli RezaeeMehdi Hosseinzadeh","2022","http://link.springer.com/article/10.1007/s10586-021-03375-4","Article"
"Survey on Mobile Edge-Cloud Computing: A Taxonomy on Computation offloading Approaches","Security and Privacy Preserving for IoT and 5G Networks","","","","10.1007/978-3-030-85428-7_6","Ibrahim A. ElgendyRahul Yadav","2022","http://link.springer.com/chapter/10.1007/978-3-030-85428-7_6","Chapter"
"Cloud Native Architecture and Design Patterns","Cloud Native Architecture and Design","","","","10.1007/978-1-4842-7226-8_4","Shivakumar R Goniwada","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7226-8_4","Chapter"
"From IoT-based cloud manufacturing approach to intelligent additive manufacturing: industrial Internet of Things—an overview","The International Journal of Advanced Manufacturing Technology","","","","10.1007/s00170-021-08436-x","Lida HaghnegahdarSameehan S. JoshiNarendra B. Dahotre","2022","http://link.springer.com/article/10.1007/s00170-021-08436-x","Article"
"Towards Seamless IoT Device-Edge-Cloud Continuum:","ICWE 2021 Workshops","","","","10.1007/978-3-030-92231-3_8","Antero TaivalsaariTommi MikkonenCesare Pautasso","2022","http://link.springer.com/chapter/10.1007/978-3-030-92231-3_8","Chapter"
"A hybrid CNN-LSTM model for predicting server load in cloud computing","The Journal of Supercomputing","","","","10.1007/s11227-021-04234-0","Eva PatelDharmender Singh Kushwaha","2022","http://link.springer.com/article/10.1007/s11227-021-04234-0","Article"
"Task scheduling algorithms for energy optimization in cloud environment: a comprehensive review","Cluster Computing","","","","10.1007/s10586-021-03512-z","R. GhafariF. Hassani KabutarkhaniN. Mansouri","2022","http://link.springer.com/article/10.1007/s10586-021-03512-z","Article"
"A latency-aware task scheduling algorithm for allocating virtual machines in a cost-effective and time-sensitive fog-cloud architecture","The Journal of Supercomputing","","78","1","10.1007/s11227-021-03868-4","Pedram MemariSeyedeh Samira MohammadiFariborz JolaiReza Tavakkoli-Moghaddam","2022","http://link.springer.com/article/10.1007/s11227-021-03868-4","Article"
"Convolutional Neural Network (CNN)-Based Signature Verification via Cloud-Enabled Raspberry Pi System","Artificial Intelligence-based Internet of Things Systems","","","","10.1007/978-3-030-87059-1_7","Iqraq KamalHwa Jen YapSivadas Chandra SekaranKan Ern Liew","2022","http://link.springer.com/chapter/10.1007/978-3-030-87059-1_7","Chapter"
"Quality Evaluation of a Spring Cloud Microservices Architecture Implementation","Communication, Smart Technologies and Innovation for Society","","","","10.1007/978-981-16-4126-8_66","Antonio Quiña-MeraDavid Flores LandetaXavier Mauricio Rea-PeñafielCathy Guevara-Vega","2022","http://link.springer.com/chapter/10.1007/978-981-16-4126-8_66","Chapter"
"Blockchain-based cloud storage system with CP-ABE-based access control and revocation process","The Journal of Supercomputing","","","","10.1007/s11227-021-04179-4","Pratima SharmaRajni JindalMalaya Dutta Borah","2022","http://link.springer.com/article/10.1007/s11227-021-04179-4","Article"
"Trust Management Framework for Handling Security Issues in Multi-cloud Environment","Operationalizing Multi-Cloud Environments","","","","10.1007/978-3-030-74402-1_16","S. PrithiD. SumathiT. PoongodiP. Suresh","2022","http://link.springer.com/chapter/10.1007/978-3-030-74402-1_16","Chapter"
"An in-depth and systematic literature review on the blockchain-based approaches for cloud computing","Cluster Computing","","25","1","10.1007/s10586-021-03412-2","Jianhu GongNima Jafari Navimipour","2022","http://link.springer.com/article/10.1007/s10586-021-03412-2","Article"
"Big Data Analytics of IoT-Based Cloud System Framework: Smart Healthcare Monitoring Systems","Artificial Intelligence for Cloud and Edge Computing","","","","10.1007/978-3-030-80821-1_9","Joseph Bamidele AwotundeRasheed Gbenga JimohRoseline Oluwaseun OgundokunSanjay MisraOluwakemi Christiana Abikoye","2022","http://link.springer.com/chapter/10.1007/978-3-030-80821-1_9","Chapter"
"CNS-AOM: Design, Implementation and Integration of an Architecture for Orchestration and Management of Cloud-Network Slices","Journal of Network and Systems Management","","30","2","10.1007/s10922-022-09641-z","André Luiz Beltrami RochaCelso Henrique CesilaPaulo Ditarso Maciel Jr.Sand Luz CorreaJavier Rubio-LoyolaChristian Esteve RothenbergFábio Luciano Verdi","2022","http://link.springer.com/article/10.1007/s10922-022-09641-z","Article"
"Comparative Analysis of Cloud Computing Security Frameworks for Financial Sector","Proceedings of Sixth International Congress on Information and Communication Technology","","","","10.1007/978-981-16-2380-6_90","Sudhish MohananNandagopal SridharSajal Bhatia","2022","http://link.springer.com/chapter/10.1007/978-981-16-2380-6_90","Chapter"
"WebAssembly for Cloud","","","","","10.1007/978-1-4842-7496-5","Shashank Mohan Jain","2022","http://link.springer.com/book/10.1007/978-1-4842-7496-5","Book"
"Transforming business using digital innovations: the application of AI, blockchain, cloud and data analytics","Annals of Operations Research","","308","1 - 2","10.1007/s10479-020-03620-w","Shahriar AkterKatina MichaelMuhammad Rajib UddinGrace McCarthyMahfuzur Rahman","2022","http://link.springer.com/article/10.1007/s10479-020-03620-w","Article"
"Privacy and Trust Models for Cloud-Based EHRs Using Multilevel Cryptography and Artificial Intelligence","Artificial Intelligence for Cloud and Edge Computing","","","","10.1007/978-3-030-80821-1_5","Orobosade AlabiArome Junior GabrielAderonke ThompsonBoniface Kayode Alese","2022","http://link.springer.com/chapter/10.1007/978-3-030-80821-1_5","Chapter"
"Effective Deployment of Multi-cloud Customizable Chatbot Application for COVID-19 Datasets","Operationalizing Multi-Cloud Environments","","","","10.1007/978-3-030-74402-1_20","T. ChellatamilanN. Senthil KumarB. Valarmathi","2022","http://link.springer.com/chapter/10.1007/978-3-030-74402-1_20","Chapter"
"Cloud Native Services","Cloud Native Architecture and Design","","","","10.1007/978-1-4842-7226-8_2","Shivakumar R Goniwada","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7226-8_2","Chapter"
"Challenges and Prospects for Cloud-Based Enterprise Systems in Tradition-Focused Cultures: A Design Thinking Case Study","Information Systems and Design","","","","10.1007/978-3-030-95494-9_2","Artem LevchenkoVictor Taratukhin","2022","http://link.springer.com/chapter/10.1007/978-3-030-95494-9_2","Chapter"
"Resource Management for Cost-Effective Cloud Services","Enabling 6G Mobile Networks","","","","10.1007/978-3-030-74648-3_12","Armin OkicIoannis SarrigiannisUmberto FattoreBin XiangAlessandro E. C. RedondiElisabetta Di NittoAngelos AntonopoulosKostas RamantasChristos VerikoukisLuis M. ContrerasMarco Liebsch","2022","http://link.springer.com/chapter/10.1007/978-3-030-74648-3_12","Chapter"
"An Ontology-Based Semantic Approach for First Aid Prediction in Aviation Services Incorporating RBFNN Over a Cloud Server","Proceedings of Emerging Trends and Technologies on Intelligent Systems","","","","10.1007/978-981-16-3097-2_5","Gerard DeepakD. Naresh KumarDeepak SuryaKhizer RazakK. R. Venugopal","2022","http://link.springer.com/chapter/10.1007/978-981-16-3097-2_5","Chapter"
"The Role of Machine Learning Techniques in Internet of Things-Based Cloud Applications","Artificial Intelligence-based Internet of Things Systems","","","","10.1007/978-3-030-87059-1_4","Shashvi MishraAmit Kumar Tyagi","2022","http://link.springer.com/chapter/10.1007/978-3-030-87059-1_4","Chapter"
"An Event-Driven Architecture (EDA) Adapted to Cloud-Based Hospital Information Systems (HIS)","Proceedings of Sixth International Congress on Information and Communication Technology","","","","10.1007/978-981-16-2377-6_60","Mohammed Amine ChenoufMohammed Aissaoui","2022","http://link.springer.com/chapter/10.1007/978-981-16-2377-6_60","Chapter"
"Demonstrating Cloud-Based Services for UDNs: Content Distribution Case Study","Enabling 6G Mobile Networks","","","","10.1007/978-3-030-74648-3_13","Roberto TorreSarah IrumRiccardo BassoliGerrit SchulteFrank H. P. Fitzek","2022","http://link.springer.com/chapter/10.1007/978-3-030-74648-3_13","Chapter"
"Mobile Cloud-Based Framework for Health Monitoring with Real-Time Analysis Using Machine Learning Algorithms","Contemporary Issues in Communication, Cloud and Big Data Analytics","","","","10.1007/978-981-16-4244-9_14","Suman MohantyRavi AnandAmbarish DuttaVenktesh KumarUtsav KumarMd. Ruhul Islam","2022","http://link.springer.com/chapter/10.1007/978-981-16-4244-9_14","Chapter"
"Replication management in peer-to-peer cloud storage systems","Cluster Computing","","25","1","10.1007/s10586-021-03395-0","Ali MajedFatemeh RajiAli Miri","2022","http://link.springer.com/article/10.1007/s10586-021-03395-0","Article"
"Deep learning empowered COVID-19 diagnosis using chest CT scan images for collaborative edge-cloud computing platform","Multimedia Tools and Applications","","81","1","10.1007/s11042-021-11158-7","Vipul Kumar SinghMaheshkumar H. Kolekar","2022","http://link.springer.com/article/10.1007/s11042-021-11158-7","Article"
"Security Threats, Defense Mechanisms, Challenges, and Future Directions in Cloud Computing","Archives of Computational Methods in Engineering","","29","1","10.1007/s11831-021-09573-y","Said El KafhaliIman El MirMohamed Hanini","2022","http://link.springer.com/article/10.1007/s11831-021-09573-y","Article"
"A Big Data-Driven Model for Secured Systems: A Blockchain-Based Architecture for Cloud Computing and IoT Security","Advances on Smart and Soft Computing","","","","10.1007/978-981-16-5559-3_33","Aristide NdayikengurukiyeAbderrahmane Ez-ZahoutFouzia Omary","2022","http://link.springer.com/chapter/10.1007/978-981-16-5559-3_33","Chapter"
"Personal Cloud System for Hospital Data Management to Store COVID-19 Patients Records","Contactless Healthcare Facilitation and Commodity Delivery Management During COVID 19 Pandemic","","","","10.1007/978-981-16-5411-4_6","Mousmi Ajay ChaurasiaMohammed Usamah MoinSyed Azeem UddinMohammed Abdul Shoaib","2022","http://link.springer.com/chapter/10.1007/978-981-16-5411-4_6","Chapter"
"An Effective Cloud Broker Framework for Knowledge Discovery in Multi-Cloud Environment","Operationalizing Multi-Cloud Environments","","","","10.1007/978-3-030-74402-1_19","M. G. KavithaG. Kalaiselvi","2022","http://link.springer.com/chapter/10.1007/978-3-030-74402-1_19","Chapter"
"Review of Cryptocurrencies Implementations in the Cloud Environment: Ethereum in the Cloud","Blockchain Security in Cloud Computing","","","","10.1007/978-3-030-70501-5_5","Aicha BouichouSoufiane MezrouiAhmed El Oualkadi","2022","http://link.springer.com/chapter/10.1007/978-3-030-70501-5_5","Chapter"
"Learning Scene Dynamics from Point Cloud Sequences","International Journal of Computer Vision","","","","10.1007/s11263-021-01551-y","Pan HePatrick EmamiSanjay RankaAnand Rangarajan","2022","http://link.springer.com/article/10.1007/s11263-021-01551-y","Article"
"Distributing the Cloud into Fog and Edge: New Weather in IoT Based Deep Learning","Proceedings of the 2nd International Conference on Recent Trends in Machine Learning, IoT, Smart Cities and Applications","","","","10.1007/978-981-16-6407-6_64","Soumyalatha NaveenManjunath R. Kounte","2022","http://link.springer.com/chapter/10.1007/978-981-16-6407-6_64","Chapter"
"Verification of cloud system elasticity using BigMC","International Journal of System Assurance Engineering and Management","","","","10.1007/s13198-022-01627-z","Mahendra Pratap YadavNisha PalDharmendra Kumar Yadav","2022","http://link.springer.com/article/10.1007/s13198-022-01627-z","Article"
"Integrated Management System of Instrument and Equipment in University Financial Media Laboratory Based on Hybrid Cloud Architecture","Advanced Hybrid Information Processing","","","","10.1007/978-3-030-94551-0_46","Zhen-bin Huang","2022","http://link.springer.com/chapter/10.1007/978-3-030-94551-0_46","Chapter"
"A novel IoT–fog–cloud-based healthcare system for monitoring and predicting COVID-19 outspread","The Journal of Supercomputing","","78","2","10.1007/s11227-021-03935-w","Tariq Ahamed AhangerUsman TariqMuneer NusirAbdulaziz AldaejImdad UllahAbdullah Sulman","2022","http://link.springer.com/article/10.1007/s11227-021-03935-w","Article"
"Data Communication-Edge, Fog, and Cloud Computing","Digital Twin – Fundamental Concepts to Applications in Advanced Manufacturing","","","","10.1007/978-3-030-81815-9_5","Surjya Kanta PalDebasish MishraArpan PalSamik DuttaDebashish ChakravartySrikanta Pal","2022","http://link.springer.com/chapter/10.1007/978-3-030-81815-9_5","Chapter"
"The Snowflake Data Cloud","Snowflake Essentials","","","","10.1007/978-1-4842-7316-6_1","Frank BellRaj ChirumamillaBhaskar B. JoshiBjorn LindstromRuchi SoniSameer Videkar","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7316-6_1","Chapter"
"Cloud storage availability and performance assessment: a study based on NoSQL DBMS","The Journal of Supercomputing","","78","2","10.1007/s11227-021-03976-1","Carlos GomesEduardo TavaresMeuse Nogueira de O. JuniorBruno Nogueira","2022","http://link.springer.com/article/10.1007/s11227-021-03976-1","Article"
"Sustainable Approach for Cloud-Based Framework Using IoT in Healthcare","Smart Technologies for Energy and Environmental Sustainability","","","","10.1007/978-3-030-80702-3_14","Tabish MuftiShahab Saquib SohailBulbul GuptaParul Agarwal","2022","http://link.springer.com/chapter/10.1007/978-3-030-80702-3_14","Chapter"
"An Intense Study on Intelligent Service Provisioning for Multi-Cloud Based on Machine Learning Techniques","Operationalizing Multi-Cloud Environments","","","","10.1007/978-3-030-74402-1_10","C. D. AnishaK. G. Saranya","2022","http://link.springer.com/chapter/10.1007/978-3-030-74402-1_10","Chapter"
"Cloud Accountability Method: Towards Accountable Cloud Service-Level Agreements","Proceedings of Sixth International Congress on Information and Communication Technology","","","","10.1007/978-981-16-1781-2_40","David Ebo Adjepon-Yamoah","2022","http://link.springer.com/chapter/10.1007/978-981-16-1781-2_40","Chapter"
"Simplify the Difficult: Artificial Intelligence and Cloud Computing in Healthcare","IoT and Cloud Computing for Societal Good","","","","10.1007/978-3-030-73885-3_7","Sargam YadavAbhishek KaushikShubham Sharma","2022","http://link.springer.com/chapter/10.1007/978-3-030-73885-3_7","Chapter"
"A Standard Proposed Voice-Based Application for Virtual Assistance on Cloud Service Platforms","Proceedings of the International e-Conference on Intelligent Systems and Signal Processing","","","","10.1007/978-981-16-2123-9_40","Jeel PatelJiya Patel","2022","http://link.springer.com/chapter/10.1007/978-981-16-2123-9_40","Chapter"
"A Comprehensive Survey on Security Challenges in Different Network Layers in Cloud Computing","Archives of Computational Methods in Engineering","","","","10.1007/s11831-022-09708-9","Mehrdad JangjouMohammad Karim Sohrabi","2022","http://link.springer.com/article/10.1007/s11831-022-09708-9","Article"
"The Emergence of Hybrid Edge-Cloud Computing for Energy Efficiency in Buildings","Intelligent Systems and Applications","","","","10.1007/978-3-030-82196-8_6","Yassine HimeurAbdullah AlsalemiFaycal BensaaliAbbes Amira","2022","http://link.springer.com/chapter/10.1007/978-3-030-82196-8_6","Chapter"
"Estimation of Energy Efficiency and Quality of Service in Cloud Realizations of Parallel Computing Algorithms for IBN","Future Intent-Based Networking","","","","10.1007/978-3-030-92435-5_20","Igor MelnykAndriy Luntovskyy","2022","http://link.springer.com/chapter/10.1007/978-3-030-92435-5_20","Chapter"
"Predicting Student’s Performance Based on Cloud Computing","WITS 2020","","","","10.1007/978-981-33-6893-4_11","Youssef JedidiAbdelali IbrizMohamed BenslimaneMehdi TmimiMounia Rahhali","2022","http://link.springer.com/chapter/10.1007/978-981-33-6893-4_11","Chapter"
"A cloud-based cognitive computing solution with interoperable applications to counteract illegal dumping in smart cities","Multimedia Tools and Applications","","81","1","10.1007/s11042-021-11238-8","Mauro CoccoliVincenzo De FrancescoAntonio FuscoPaolo Maresca","2022","http://link.springer.com/article/10.1007/s11042-021-11238-8","Article"
"STL Generation from Point Cloud Data with User-Controlled Triangulation for Additive Manufacturing","Recent Trends in Industrial and Production Engineering","","","","10.1007/978-981-16-3135-1_25","Sourabh ChastaNarendra KumarVishal FrancisPrashant K. Jain","2022","http://link.springer.com/chapter/10.1007/978-981-16-3135-1_25","Chapter"
"A computational resources scheduling algorithm in edge cloud computing: from the energy efficiency of users’ perspective","The Journal of Supercomputing","","","","10.1007/s11227-021-04146-z","Jiaqi ZhangRuijuan ZhengXuhui ZhaoJunlong ZhuJunwei XuQingtao Wu","2022","http://link.springer.com/article/10.1007/s11227-021-04146-z","Article"
"Azure Cloud Security for Absolute Beginners","","","","","10.1007/978-1-4842-7860-4","Pushpa Herath","2022","http://link.springer.com/book/10.1007/978-1-4842-7860-4","Book"
"Power-Efficient Protocol Stack and Working Model of Femto-Cloud Based 5G Network","Advanced Techniques for IoT Applications","","","","10.1007/978-981-16-4435-1_33","Priti DebDebashis De","2022","http://link.springer.com/chapter/10.1007/978-981-16-4435-1_33","Chapter"
"Generating Subpopulation-Specific Biventricular Anatomy Models Using Conditional Point Cloud Variational Autoencoders","Statistical Atlases and Computational Models of the Heart. Multi-Disease, Multi-View, and Multi-Center Right Ventricular Segmentation in Cardiac MRI Challenge","","","","10.1007/978-3-030-93722-5_9","Marcel BeetzAbhirup BanerjeeVicente Grau","2022","http://link.springer.com/chapter/10.1007/978-3-030-93722-5_9","Chapter"
"Niagara Framework Technology for Cloud Edge Collaborative Intelligent Building Management System","2021 International Conference on Big Data Analytics for Cyber-Physical System in Smart City","","","","10.1007/978-981-16-7466-2_141","Lu Yuan","2022","http://link.springer.com/chapter/10.1007/978-981-16-7466-2_141","Chapter"
"Inferring Anomalies from Cloud Metrics Using Recurrent Neural Networks","Advances in Networked-Based Information Systems","","","","10.1007/978-3-030-84913-9_14","Spyridon ChouliarasStelios Sotiriadis","2022","http://link.springer.com/chapter/10.1007/978-3-030-84913-9_14","Chapter"
"Investigation Study on Secured Data Communication with Blockchain and IOT in Green Cloud Computing","Information and Communication Technology for Competitive Strategies (ICTCS 2020)","","","","10.1007/978-981-16-0739-4_64","Nithya Rekha Sivakumar","2022","http://link.springer.com/chapter/10.1007/978-981-16-0739-4_64","Chapter"
"A fuzzy approach for optimal placement of IoT applications in fog-cloud computing","Cluster Computing","","25","1","10.1007/s10586-021-03406-0","Farhad TavousiSadoon AziziAbdulbaghi Ghaderzadeh","2022","http://link.springer.com/article/10.1007/s10586-021-03406-0","Article"
"Smart Prediction and Monitoring of Waste Disposal System Using IoT and Cloud for IoT Based Smart Cities","Wireless Personal Communications","","122","1","10.1007/s11277-021-08897-z","Jacob JohnMariam Sunil VarkeyRiya Sanjay PodderNilavrah SensarmaM. SelviS. V. N. Santhosh KumarArputharaj Kannan","2022","http://link.springer.com/article/10.1007/s11277-021-08897-z","Article"
"Advanced Cloud-Based Network Management for 5G C-RAN","Enabling 6G Mobile Networks","","","","10.1007/978-3-030-74648-3_11","Massimiliano MauleOjaghi KohjoghFarhad Rezazadeh","2022","http://link.springer.com/chapter/10.1007/978-3-030-74648-3_11","Chapter"
"An Overview on Mobile Edge Cloud System","IOT with Smart Systems","","","","10.1007/978-981-16-3945-6_71","Sunanda DixitSheela KathavateS. K. Gautham","2022","http://link.springer.com/chapter/10.1007/978-981-16-3945-6_71","Chapter"
"Industrial Internet Cloud Platform System Based on EMQX","Proceedings of 2021 Chinese Intelligent Systems Conference","","","","10.1007/978-981-16-6328-4_21","Shanzhao GaoZhongsuo Shi","2022","http://link.springer.com/chapter/10.1007/978-981-16-6328-4_21","Chapter"
"Big Data and Cloud Computing for the Built Environment","Industry 4.0 for the Built Environment","","","","10.1007/978-3-030-82430-3_6","Marcin KosickiMarios TsiliakosKhaled ElAshryMartha Tsigkari","2022","http://link.springer.com/chapter/10.1007/978-3-030-82430-3_6","Chapter"
"Prospective on Technical Considerations for Edge–Cloud Cooperation Using Software-Defined Networking","Software Defined Internet of Everything","","","","10.1007/978-3-030-89328-6_9","Amritpal SinghRasmeet Singh BaliGagangeet Singh Aujla","2022","http://link.springer.com/chapter/10.1007/978-3-030-89328-6_9","Chapter"
"An edge-assisted cloud framework using a residual concatenate FCN approach to beam correction in the internet of weather radars","World Wide Web","","","","10.1007/s11280-021-00988-y","Hao WuQi LiuXiaodong LiuYonghong ZhangZhiyun Yang","2022","http://link.springer.com/article/10.1007/s11280-021-00988-y","Article"
"Cloud-CoCoSo: Cloud Model-Based Combined Compromised Solution Model for Trusted Cloud Service Provider Selection","Arabian Journal for Science and Engineering","","","","10.1007/s13369-021-06512-8","Sudakshina MandalDanish Ali Khan","2022","http://link.springer.com/article/10.1007/s13369-021-06512-8","Article"
"Cloud Computing Adoption-Based Digital Open Government Services: Challenges and Barriers","Proceedings of Sixth International Congress on Information and Communication Technology","","","","10.1007/978-981-16-1781-2_15","Abdulrahman S. AleniziKhamis A. Al-karawi","2022","http://link.springer.com/chapter/10.1007/978-981-16-1781-2_15","Chapter"
"Dynamic resource allocation in cloud computing: analysis and taxonomies","Computing","","","","10.1007/s00607-021-01045-2","Ali Belgacem","2022","http://link.springer.com/article/10.1007/s00607-021-01045-2","Article"
"Adaptive market-oriented combinatorial double auction resource allocation model in cloud computing","The Journal of Supercomputing","","78","1","10.1007/s11227-021-03918-x","Asif UmerBabar NazirZulfiqar Ahmad","2022","http://link.springer.com/article/10.1007/s11227-021-03918-x","Article"
"Cloud-Agnostic and Lightweight Big Data Processing Platform in Multiple Clouds Using Docker Swarm and Terraform","Advances in Computational Intelligence Systems","","","","10.1007/978-3-030-87094-2_46","Nitin Naik","2022","http://link.springer.com/chapter/10.1007/978-3-030-87094-2_46","Chapter"
"Real-time running workouts monitoring using Cloud–Edge computing","Neural Computing and Applications","","","","10.1007/s00521-021-06675-3","Maria-Ruxandra AvramFlorin Pop","2022","http://link.springer.com/article/10.1007/s00521-021-06675-3","Article"
"A Self-Powered, Real-Time, NRF24L01 IoT-Based Cloud-Enabled Service for Smart Agriculture Decision-Making System","Wireless Personal Communications","","","","10.1007/s11277-021-09462-4","K. Lova RajuV. Vijayaraghavan","2022","http://link.springer.com/article/10.1007/s11277-021-09462-4","Article"
"Research on Educational Informatization Platform Based on Cloud Computing","Proceedings of the 11th International Conference on Computer Engineering and Networks","","","","10.1007/978-981-16-6554-7_126","Guodong Liu","2022","http://link.springer.com/chapter/10.1007/978-981-16-6554-7_126","Chapter"
"Enterprise IT Assessment for a Cloud Native Journey","Cloud Native Architecture and Design","","","","10.1007/978-1-4842-7226-8_11","Shivakumar R Goniwada","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7226-8_11","Chapter"
"Analyzing vertical and horizontal offloading in federated cloud and edge computing systems","Telecommunication Systems","","","","10.1007/s11235-021-00864-0","Kohei AkutsuTuan Phung-DucYuan-Cheng LaiYing-Dar Lin","2022","http://link.springer.com/article/10.1007/s11235-021-00864-0","Article"
"Predicting 3D Cardiac Deformations with Point Cloud Autoencoders","Statistical Atlases and Computational Models of the Heart. Multi-Disease, Multi-View, and Multi-Center Right Ventricular Segmentation in Cardiac MRI Challenge","","","","10.1007/978-3-030-93722-5_24","Marcel BeetzJulius Ossenberg-EngelsAbhirup BanerjeeVicente Grau","2022","http://link.springer.com/chapter/10.1007/978-3-030-93722-5_24","Chapter"
